Sample.ID,Class,X405,X435,X450,X470,X505,X525,X570,X590,X630,X645,X660,X700,X850,X870,X890,X910,X940,X970,StdDev.405,StdDev.435,StdDev.450,StdDev.470,StdDev.505,StdDev.525,StdDev.570,StdDev.590,StdDev.630,StdDev.645,StdDev.660,StdDev.700,StdDev.850,StdDev.870,StdDev.890,StdDev.910,StdDev.940,StdDev.970
b3_30b,30,6.454629,9.199026,11.82018,15.8524,17.75909,16.78209,14.88259,23.03851,35.33129,39.52645,42.64429,57.73359,53.79918,51.87711,49.25014,43.71972,42.16456,35.50302,0.9996298,1.727194,2.36163,3.313077,3.686007,3.509094,3.12337,3.88567,4.62249,4.542364,4.439119,4.039775,3.820033,3.831321,3.876545,3.614155,3.619385,3.4931
b3_30c,30,6.540806,9.290373,11.9538,16.06902,17.91337,16.92742,15.02994,22.9831,34.85682,38.9393,41.98356,56.97134,53.40662,51.48813,48.86536,43.38064,41.83657,35.23457,0.9894034,1.718553,2.324605,3.193296,3.513794,3.354853,2.976791,3.673388,4.257524,4.158843,4.04476,3.664023,3.347506,3.356829,3.4106,3.222382,3.241283,3.174008
b3_30d,30,6.524348,9.139723,11.79251,16.06466,17.73776,16.72093,14.92731,22.48711,34.28237,38.44218,41.51542,56.79274,53.93184,52.00771,49.36334,43.79023,42.23492,35.55186,0.9281246,1.539568,2.075891,2.930217,3.19238,3.031065,2.712314,3.363848,4.044272,3.987917,3.901542,3.457942,3.188949,3.215132,3.304066,3.180124,3.204471,3.165048
b3_30e,30,6.501531,9.217906,11.9079,16.16922,17.86694,16.8585,15.07293,22.57446,34.25547,38.3582,41.36143,56.24062,53.90292,52.00267,49.3632,43.75692,42.192,35.49734,0.9838098,1.60438,2.174948,3.025465,3.292764,3.1357,2.767275,3.506506,4.181904,4.1464,4.106886,3.774504,3.534672,3.541162,3.596313,3.397146,3.414622,3.326875
b3_40a,40,6.025643,8.75071,11.14715,14.6475,16.7153,15.86677,13.95812,22.88634,34.84565,39.00188,42.2892,58.67316,52.69523,50.67725,48.0538,42.86777,41.44415,35.27873,1.081899,1.852584,2.465492,3.30234,3.690699,3.525452,3.082628,4.046457,4.900208,4.899015,4.890579,4.933495,4.484551,4.455772,4.453805,4.122256,4.11373,3.910327
b3_40b,40,6.30413,8.87376,11.27678,14.86526,16.67652,15.80764,13.96262,22.44153,34.04811,38.21416,41.52621,58.09278,52.71078,50.67418,48.00334,42.74027,41.31193,35.09266,0.9359412,1.584107,2.11886,2.896369,3.13578,2.987747,2.632416,3.30362,3.87928,3.855848,3.840265,3.914119,3.693297,3.678743,3.702996,3.444168,3.438076,3.303225
b3_40c,40,6.226614,8.568626,10.87342,14.41663,16.10002,15.23526,13.44266,21.53776,32.9702,37.109,40.38026,56.99533,52.06662,50.03259,47.36198,42.21364,40.82496,35.044,0.9605262,1.607226,2.187503,3.078017,3.308204,3.146361,2.797088,3.507691,4.058327,3.995433,3.948595,3.664044,3.416496,3.432317,3.485322,3.303676,3.308528,3.2489
b3_40d,40,6.246236,8.6162,10.93755,14.52252,16.1044,15.23886,13.55704,21.23934,32.26984,36.36238,39.582,56.16589,52.05091,50.02951,47.34749,42.15217,40.75301,34.67387,0.8810687,1.556295,2.106607,2.924192,3.201172,3.049493,2.686093,3.471738,4.146574,4.087248,4.007431,3.622904,3.366233,3.388355,3.449793,3.25911,3.257765,3.170313
b3_40e,40,6.247227,8.862195,11.38686,15.3432,17.09262,16.15354,14.33125,22.16089,33.61713,37.66367,40.72846,56.20766,52.95621,50.99625,48.36337,43.0337,41.59519,35.32222,1.025919,1.753125,2.380847,3.330216,3.634329,3.471678,3.096334,3.903892,4.561172,4.529595,4.517145,4.37868,4.051501,4.040707,4.067098,3.813802,3.822102,3.710263
b3_50a,50,5.954831,8.381923,10.58425,13.85267,15.64936,14.85431,13.09918,21.43604,32.58369,36.66243,39.97618,56.94302,51.34722,49.28823,46.63194,41.58279,40.2112,34.27164,0.8796113,1.531111,2.098358,2.890037,3.237311,3.079371,2.689524,3.540256,4.255156,4.218746,4.16314,3.876817,3.728609,3.735296,3.788332,3.582965,3.586885,3.505229
b3_50b,50,6.198273,8.603205,10.95079,14.59406,16.29447,15.40604,13.53294,21.63655,32.86252,36.91076,40.17008,56.89324,51.25697,49.20456,46.54483,41.47432,40.11467,34.16609,0.955876,1.597337,2.224798,3.282065,3.582433,3.357938,2.899161,3.570324,4.456118,4.425415,4.333981,4.033923,3.732314,3.753665,3.810344,3.574424,3.561669,3.417004
b3_50c,50,6.1628,8.452244,10.6893,14.12976,15.65483,14.83056,13.16507,20.92347,31.58928,35.61543,38.88949,56.01453,50.7455,48.68555,46.01454,41.02629,39.70468,33.8951,0.8511911,1.446638,2.01861,2.940785,3.207497,3.037971,2.702418,3.487767,4.216178,4.185967,4.129871,3.78992,3.521411,3.556013,3.643193,3.480209,3.483363,3.393867
b3_50d,50,6.068769,8.393045,10.66695,14.21822,15.79333,14.94301,13.21055,20.86483,31.64726,35.62288,38.79533,55.26782,51.21332,49.1758,46.49599,41.38503,40.01818,34.06981,0.9067959,1.50869,2.065794,2.938644,3.172678,3.01333,2.68355,3.430686,4.154896,4.187655,4.207285,4.209287,3.878925,3.867842,3.900143,3.648726,3.642837,3.48927
b3_50e,50,6.153319,8.440502,10.74797,14.41135,15.87666,14.99228,13.2749,20.63707,31.19834,35.14442,38.30099,55.07463,50.74155,48.68476,45.99522,40.94624,39.60239,33.74072,0.9996284,1.636673,2.301058,3.41725,3.660957,3.447086,3.064284,3.775862,4.56308,4.555469,4.520514,4.29466,3.992677,3.992859,4.027662,3.737202,3.714502,3.517695
b3_60a,60,5.727911,7.955185,9.920936,12.72077,14.44035,13.76077,12.19859,20.93145,31.83268,36.02529,39.6232,58.12828,49.85382,47.73206,45.09979,40.40084,39.15748,33.69983,0.9539399,1.591672,2.135927,2.874747,3.287191,3.140701,2.746449,3.78118,4.642494,4.61532,4.566569,4.259216,4.062827,4.076159,4.12049,3.884639,3.900999,3.748591
b3_60b,60,6.016345,8.254701,10.31241,13.31156,15.01736,14.26715,12.55718,21.1305,32.24037,36.4086,39.90674,57.81876,50.18818,48.08236,45.43542,40.64908,39.39038,33.82154,0.746904,1.26808,1.726138,2.375005,2.668167,2.543612,2.21496,2.958117,3.535639,3.474072,3.39959,3.316161,3.092371,3.110443,3.154017,2.99239,3.002802,2.915778
b3_60c,60,5.957048,8.257689,10.36041,13.42364,15.10026,14.3579,12.71194,21.22673,32.09243,36.24418,39.76579,57.97589,50.34359,48.23429,45.57149,40.7464,39.47384,33.8503,0.8699204,1.410815,1.906408,2.634595,2.913064,2.773443,2.453222,3.233923,4.002588,4.0198,3.996552,3.862343,3.705106,3.723987,3.762552,3.527165,3.524241,3.344194
b3_60d,60,5.915953,8.131662,10.16242,13.14311,14.76828,14.0384,12.44326,20.69155,31.40033,35.50452,38.96577,57.02348,50.00538,47.89771,45.24296,40.48938,39.24067,33.7472,0.8813002,1.418943,1.935471,2.709645,3.012217,2.852233,2.480957,3.286821,4.089194,4.068013,4.00726,3.671943,3.436285,3.469481,3.523285,3.317262,3.312384,3.155798
b3_60e,60,5.971266,8.018874,10.04229,13.14673,14.63514,13.86817,12.25761,19.92405,30.42804,34.42175,37.70345,55.02599,49.44312,47.37762,44.74012,40.04018,38.81635,33.41925,0.832541,1.316986,1.817456,2.618541,2.858387,2.710978,2.40246,3.196363,3.855074,3.827287,3.809191,3.572783,3.243798,3.271386,3.319529,3.153758,3.166517,3.053907
b3_70a,70,5.545341,7.462565,9.255052,11.8848,13.51455,12.85462,11.29141,19.82164,30.57426,34.76054,38.40894,57.5704,48.64319,46.46645,43.80928,39.2828,38.09666,32.92949,0.9231811,1.339138,1.773293,2.382562,2.683305,2.568778,2.276414,3.346162,4.157046,4.255265,4.374878,4.796569,4.333115,4.299946,4.298945,4.015832,4.031266,3.83721
b3_70b,70,5.699317,7.539082,9.311533,11.93939,13.46837,12.79329,11.2436,19.50069,30.18674,34.38256,38.01202,57.20497,48.87989,46.6967,44.01836,39.43024,38.24205,33.02439,0.8433474,1.256087,1.694543,2.35267,2.616345,2.483528,2.179818,3.073602,3.902164,3.939926,3.941531,3.843388,3.574899,3.584029,3.620095,3.41696,3.432529,3.30435
b3_70c,70,5.836166,7.750596,9.630246,12.47023,13.93983,13.22066,11.6361,19.58989,30.191,34.31322,37.81005,56.27327,48.88731,46.73232,44.05799,39.41827,38.20448,32.89399,0.859746,1.257208,1.704854,2.439766,2.629442,2.487199,2.183663,2.891975,3.63344,3.654489,3.65423,3.599595,3.311417,3.326771,3.365784,3.162121,3.165256,3.03085
b3_70d,70,5.87988,7.788848,9.69799,12.62124,14.08607,13.35322,11.74621,19.60503,30.17376,34.24591,37.66859,55.81015,48.82788,46.69161,44.01994,39.36427,38.15191,32.82843,0.8688501,1.2687,1.73442,2.542356,2.730123,2.574101,2.283489,2.914957,3.598204,3.618644,3.60459,3.57858,3.357069,3.388669,3.45137,3.247245,3.242864,3.075121
b3_70e,70,5.85626,7.747268,9.627254,12.50308,13.9021,13.17556,11.63164,19.20393,29.37874,33.36764,36.73461,54.8704,48.66431,46.52518,43.84992,39.2055,37.99728,32.73133,0.8357785,1.210834,1.607628,2.245136,2.402615,2.279302,2.02287,2.744581,3.438391,3.493251,3.554749,3.682962,3.244192,3.244307,3.275034,3.097417,3.113498,3.002938
b3_80a,80,5.519953,7.254894,8.901293,11.26683,12.76188,12.16783,10.87311,19.23277,29.48416,33.67567,37.45877,57.66419,47.74865,45.54227,42.89198,38.57919,37.47123,32.64245,0.8112193,1.201974,1.565178,2.061924,2.342787,2.25878,2.046189,3.155314,4.002456,4.117352,4.211422,4.301594,4.131696,4.122357,4.139507,3.878772,3.88506,3.693315
b3_80b,80,5.679424,7.377721,9.028148,11.41365,12.83206,12.22629,10.92661,19.05757,29.12996,33.26511,36.98611,57.0366,47.48831,45.28496,42.62247,38.31508,37.21393,32.39858,0.7270418,1.080915,1.413067,1.888595,2.129287,2.047999,1.84565,2.794805,3.496289,3.580061,3.666755,3.808724,3.45278,3.450211,3.47946,3.293812,3.308959,3.193556
b3_80c,80,5.591993,7.348053,9.058332,11.59758,13.07696,12.42822,11.01758,19.12362,29.51236,33.62202,37.22073,56.47206,47.91612,45.74076,43.09135,38.67994,37.53989,32.56327,0.8085906,1.144015,1.487333,2.012862,2.233089,2.134863,1.892017,2.826122,3.553735,3.651011,3.748864,4.069761,3.686519,3.661327,3.668722,3.440475,3.457297,3.326807
b3_80d,80,5.535524,7.244272,8.891035,11.30144,12.72488,12.10837,10.79806,18.77389,28.82594,32.90162,36.53368,56.25396,47.58699,45.39199,42.72854,38.4075,37.30095,32.50459,0.8525,1.170746,1.5089,2.007209,2.251145,2.15958,1.932214,2.929093,3.759527,3.850426,3.925725,3.878042,3.672637,3.663259,3.694371,3.489832,3.50552,3.37281
b3_80e,80,5.658077,7.327192,9.009406,11.54772,12.92082,12.26931,10.93751,18.49115,28.44893,32.4319,35.86694,54.54097,47.56837,45.42048,42.77187,38.36093,37.22734,32.30655,0.8409296,1.17255,1.538265,2.133653,2.390364,2.275036,2.004179,3.108791,3.995297,4.115917,4.236572,4.608367,3.887955,3.860484,3.864753,3.641267,3.660016,3.52514
b3_90a,90,5.452446,7.130481,8.73492,11.08841,12.67859,12.07193,10.50471,19.19878,30.15738,34.40596,38.19414,58.14988,47.79129,45.58432,42.95441,38.7308,37.65355,32.96374,0.7615016,1.184962,1.592359,2.135641,2.457515,2.362031,2.080423,3.246471,4.063225,4.125629,4.19729,4.228497,3.89611,3.875712,3.886882,3.658502,3.675676,3.531641
b3_90b,90,5.57512,7.199057,8.784088,11.10973,12.6022,12.00428,10.49545,19.05493,29.72314,33.97209,37.79095,57.95047,47.60136,45.38739,42.72989,38.4906,37.41586,32.71004,0.7604674,1.107273,1.46323,1.956429,2.212324,2.120203,1.881384,2.857579,3.619469,3.719366,3.816213,4.019061,3.782778,3.768062,3.778637,3.544104,3.547639,3.383596
b3_90c,90,5.53179,7.164402,8.750763,11.07878,12.56298,11.95613,10.40971,18.84955,29.48077,33.67431,37.43902,57.51163,47.36922,45.15585,42.5046,38.30951,37.24755,32.6159,0.7444194,1.122327,1.495491,1.991993,2.265356,2.174462,1.897349,2.980809,3.757925,3.837583,3.929262,4.098256,3.713392,3.689437,3.697073,3.472226,3.488657,3.341105
b3_90d,90,5.497213,7.165927,8.75948,11.07341,12.54155,11.95162,10.47359,18.74074,29.02257,33.15432,36.86735,56.85281,47.28286,45.07617,42.4168,38.20818,37.13695,32.47406,0.7567815,1.14836,1.527174,2.022802,2.30921,2.223559,1.979612,3.096533,3.95903,4.041975,4.121086,4.092404,3.814777,3.798769,3.815373,3.588315,3.595881,3.450483
b3_90e,90,5.533623,7.126074,8.720334,11.1119,12.49464,11.88058,10.4265,18.19419,28.18654,32.18504,35.70003,54.83612,47.01604,44.85484,42.20929,37.97321,36.88903,32.19413,0.7178553,1.073335,1.448313,2.003338,2.264039,2.157412,1.886413,3.010233,4.001524,4.124408,4.248903,4.364769,3.723245,3.714257,3.737363,3.510874,3.517044,3.344594
b3_100a,100,5.299181,6.688778,8.115249,10.30142,11.78111,11.13845,9.457394,16.98285,26.92795,30.59817,33.69852,50.73323,45.60564,43.44936,40.80082,36.65554,35.58743,31.11723,0.8473647,1.200418,1.56814,2.061552,2.360249,2.244808,1.876811,3.168384,4.504092,4.642064,4.756795,4.891465,4.148617,4.118681,4.124384,3.853367,3.858152,3.66148
b3_100b,100,5.29026,6.788994,8.329268,10.70931,12.34731,11.63728,9.687336,17.99283,29.31241,33.18861,36.42403,53.48886,46.64747,44.50529,41.90471,37.74865,36.68469,32.1318,0.9319672,1.432605,1.903134,2.517509,2.886589,2.751718,2.313919,3.891666,5.354643,5.534254,5.691025,5.867776,5.002581,4.960681,4.957117,4.620533,4.629175,4.386545
b3_100c,100,5.304803,6.51659,7.847064,9.958839,11.50857,10.85231,9.055612,16.5947,26.83592,30.44731,33.42941,49.8737,45.51059,43.38866,40.76114,36.60946,35.54118,31.07735,0.8392287,1.173544,1.538062,2.037502,2.362788,2.240624,1.820081,3.163371,4.395566,4.540245,4.663908,4.836226,4.184054,4.159794,4.176365,3.924343,3.934484,3.766835
b3_100d,100,5.315973,6.704715,8.189124,10.52044,11.8485,11.18918,9.60277,16.71091,26.26819,29.91758,33.00248,50.24989,45.61245,43.46664,40.81464,36.66579,35.61066,31.16743,0.8940658,1.298126,1.716045,2.288182,2.588328,2.467647,2.126291,3.521113,5.00804,5.181657,5.315385,5.289379,4.779459,4.759892,4.779956,4.474895,4.482298,4.258245
b3_100e,100,5.365834,6.693879,8.114384,10.31865,11.94741,11.2713,9.382924,17.55091,28.62294,32.40103,35.53452,52.13151,46.00251,43.86206,41.25531,37.13256,36.06744,31.56118,0.8530313,1.278952,1.709856,2.287346,2.655622,2.524366,2.089448,3.591505,4.981131,5.118608,5.248894,5.321815,4.275671,4.253192,4.288528,4.055162,4.075164,3.917741
b4_00a,0,7.84205,11.79477,15.30778,20.36267,24.39438,22.99521,18.9943,30.95713,50.57009,54.88908,56.91937,64.48373,61.66243,59.95067,57.33968,50.4946,48.49516,39.71045,1.505769,2.619366,3.375943,4.154315,4.780858,4.677708,4.100275,5.691747,5.865201,5.661083,5.639985,5.29418,4.651569,4.629538,4.637466,4.293417,4.3379,4.174677
b4_00b,0,7.761931,11.18359,14.53622,19.61786,23.25124,21.77631,17.84901,28.71879,47.99105,52.3589,54.34533,62.16179,61.30548,59.63658,57.01895,50.11733,48.11978,39.31662,1.41485,2.365059,2.995606,3.56917,4.131427,4.082242,3.585717,5.171949,5.338989,5.134895,5.145175,4.855569,3.939205,3.891793,3.860123,3.503329,3.535694,3.403842
b4_00c,0,8.447559,12.77847,16.5459,21.85087,26.11323,24.67693,20.42226,33.43426,53.41998,57.67539,59.70955,66.96499,63.11687,61.31313,58.58924,51.44885,49.41177,40.32147,1.688538,2.860435,3.634862,4.373875,4.94071,4.850414,4.315362,5.599405,5.395529,5.143296,5.083751,4.766087,4.44144,4.436953,4.444371,4.134825,4.187107,4.073719
b4_00d,0,8.028541,11.88598,15.46728,20.72762,24.59238,23.14157,19.12305,31.03713,50.71515,55.10839,57.20776,65.11495,62.52676,60.76952,58.05646,50.98409,48.98643,40.03654,1.485793,2.472278,3.119759,3.7187,4.226303,4.178581,3.773574,5.017575,4.901755,4.676189,4.639771,4.289841,3.931756,3.946986,4.001578,3.838052,3.926353,3.989841
b4_00e,0,8.061104,12.0402,15.66329,20.92713,24.88955,23.42406,19.27462,31.21407,50.78636,55.05398,57.0408,64.43362,61.6403,59.86747,57.16547,50.15009,48.10283,39.10237,1.649868,2.776794,3.504295,4.199016,4.764272,4.680287,4.175519,5.511434,5.488363,5.270566,5.219922,4.817593,4.483798,4.477221,4.493421,4.194234,4.248574,4.153647
b4_00f,0,7.163202,10.66254,14.05956,19.40593,22.15326,20.72388,17.44781,26.40493,42.90873,47.39458,49.68956,60.28324,60.45347,58.6584,55.70982,48.44441,46.38424,37.26194,1.257602,2.103811,2.717973,3.369413,3.788608,3.695278,3.245824,4.370011,4.741908,4.722656,4.769486,4.838275,4.668651,4.621084,4.548573,4.080606,4.093383,3.834549
b4_00g,0,7.187798,11.08472,14.56754,19.81738,23.00448,21.65191,18.30358,28.47682,45.95497,50.57705,52.94403,63.41247,62.96233,61.22694,58.4107,51.06208,48.96116,39.51607,1.446226,2.57993,3.320041,4.08683,4.640649,4.559567,4.085446,5.574486,5.714416,5.572116,5.564058,5.417389,4.913001,4.87408,4.834064,4.387462,4.403073,4.200843
b4_10a,10,6.897813,10.28106,13.23101,17.34048,20.21264,19.15144,16.23959,26.70484,42.60149,47.09919,49.87965,62.54579,58.10216,56.23621,53.44011,47.07084,45.27239,37.11902,1.162529,2.07466,2.665246,3.258413,3.671448,3.584274,3.159831,4.222154,4.553594,4.465325,4.456367,4.372595,4.158776,4.121825,4.098248,3.767828,3.784432,3.583318
b4_10b,10,7.01633,10.38759,13.38188,17.52761,20.35192,19.29981,16.4071,26.95835,42.52509,46.95377,49.72101,62.51835,57.914,56.04116,53.2293,46.94458,45.21809,37.28085,1.134577,1.947829,2.464089,2.981281,3.336705,3.258233,2.880488,3.838552,4.256498,4.208982,4.192508,4.124897,4.010183,3.987887,3.979066,3.697101,3.719304,3.558202
b4_10c,10,7.030708,10.51205,13.59093,17.8728,20.82936,19.74959,16.76243,27.63503,43.5513,48.02404,50.80453,63.4211,58.75933,56.86666,54.03303,47.57076,45.77977,37.56945,1.196694,2.102113,2.699808,3.329532,3.723267,3.62931,3.206932,4.155251,4.29357,4.141932,4.072525,3.832687,3.697376,3.689548,3.70782,3.53337,3.586648,3.555228
b4_10d,10,7.067995,10.27616,13.37123,17.93314,20.56808,19.4088,16.50482,26.26324,41.86777,46.32614,49.03178,61.7197,58.35725,56.50432,53.68226,47.25583,45.48839,37.36864,1.067813,1.873594,2.384732,2.898189,3.260881,3.20269,2.862035,3.915984,3.937473,3.766675,3.713236,3.459432,3.278549,3.281741,3.316039,3.188582,3.243082,3.259528
b4_10e,10,6.928804,10.08884,13.03368,17.27031,19.87375,18.80063,16.08742,25.70109,40.63198,45.03881,47.79254,61.08435,57.68114,55.79634,52.96042,46.66813,44.94305,37.03705,1.124163,1.977532,2.574678,3.212689,3.651092,3.562239,3.132325,4.358073,4.772341,4.646745,4.580227,4.251985,3.997312,3.986876,4.007088,3.803134,3.860475,3.783491
b4_20a,20,6.901595,10.33343,13.29684,17.3421,19.90785,18.92376,16.32777,26.21299,39.95507,44.19662,47.10351,61.47642,57.18474,55.22269,52.37251,46.28992,44.66354,37.13478,1.143958,2.074752,2.673236,3.311852,3.719229,3.621922,3.201238,4.171677,4.694577,4.580501,4.490831,4.063554,3.849282,3.808958,3.837805,3.572508,3.598175,3.460889
b4_20b,20,6.895362,10.22114,13.16215,17.21606,19.74342,18.74806,16.10991,26.0504,39.79253,44.04131,46.99408,61.80028,56.87186,54.87059,52.00176,45.97153,44.35482,36.88121,1.117628,2.058597,2.668879,3.319473,3.739254,3.637875,3.192073,4.236468,4.771001,4.645859,4.538113,3.947079,3.817861,3.795372,3.85211,3.646753,3.683552,3.584615
b4_20c,20,6.968341,10.26666,13.24144,17.40253,19.9555,18.93816,16.25487,26.33681,40.44446,44.7351,47.6759,62.2286,57.3063,55.33598,52.48771,46.46052,44.87671,37.45214,1.070928,1.966789,2.534341,3.111994,3.505493,3.422466,3.03172,3.980305,4.298625,4.143405,4.029861,3.530371,3.453148,3.441828,3.519415,3.389176,3.44654,3.439358
b4_20d,20,6.759538,9.787911,12.56956,16.4886,18.89022,17.89851,15.3102,25.13997,39.20944,43.59577,46.62051,61.63771,56.82839,54.82999,51.95768,45.93439,44.32723,36.86661,1.066122,1.897271,2.447085,3.033981,3.40966,3.323295,2.937885,3.93782,4.318018,4.20489,4.147375,3.824834,3.602723,3.566501,3.61481,3.433115,3.487748,3.447006
b4_20e,20,6.780025,9.787633,12.55779,16.45421,18.77496,17.79342,15.25423,24.82742,38.59298,42.90929,45.89206,60.91234,56.23784,54.25158,51.39557,45.46955,43.88441,36.58554,1.076882,1.912244,2.473666,3.071639,3.441515,3.350283,2.947902,4.003558,4.474149,4.370207,4.306231,3.947777,3.653872,3.62715,3.68472,3.510298,3.55241,3.484986
b4_30a,30,6.402802,9.221462,11.77475,15.3503,17.70024,16.80244,14.37908,24.13187,37.59792,41.90335,45.01026,60.77657,55.43806,53.46567,50.64089,45.01538,43.56257,36.6917,0.9916395,1.686839,2.221627,2.842283,3.197967,3.088563,2.675941,3.612326,4.108597,4.037835,3.987928,3.761064,3.468299,3.473718,3.500073,3.322086,3.345305,3.281381
b4_30b,30,6.413659,9.156284,11.67282,15.19779,17.39247,16.51623,14.19472,23.66114,36.7221,41.02947,44.20767,60.60366,55.12131,53.11397,50.27997,44.7254,43.31566,36.59507,0.9342999,1.632281,2.165588,2.778385,3.166806,3.064943,2.678285,3.741306,4.372598,4.328472,4.276098,3.942399,3.65482,3.671777,3.716407,3.52653,3.541468,3.421795
b4_30c,30,6.52694,9.382703,12.01649,15.75576,18.05072,17.12625,14.71549,24.33779,37.7433,42.04005,45.14074,60.85023,55.78514,53.81358,50.97836,45.29286,43.83906,36.91857,0.9419938,1.629725,2.151436,2.73794,3.097635,3.013657,2.670004,3.705392,4.19165,4.117949,4.080949,3.798065,3.463162,3.476132,3.524074,3.378126,3.405976,3.371814
b4_30d,30,6.487581,9.295712,11.91318,15.63748,17.89553,16.96648,14.54392,23.98947,37.36237,41.65079,44.69537,60.16228,55.53817,53.58154,50.7517,45.05946,43.59076,36.65284,0.9966427,1.69183,2.228846,2.904901,3.264255,3.139643,2.717719,3.700842,4.234918,4.177077,4.140541,4.022248,3.635205,3.625046,3.6411,3.434107,3.45608,3.349437
b4_30e,30,6.436681,9.323882,11.93394,15.5771,17.89525,16.99689,14.59774,24.15318,37.03514,41.19682,44.26629,60.27925,55.05326,53.04346,50.18789,44.57073,43.12962,36.31309,1.024543,1.751197,2.319396,3.020416,3.461261,3.34343,2.904605,4.075656,4.850255,4.836229,4.814856,4.572112,4.192651,4.188457,4.201167,3.94162,3.953668,3.780815
b4_40a,40,6.238756,8.832436,11.17365,14.42655,16.77659,15.93525,13.44191,23.80049,37.86208,42.37503,45.72304,62.18689,54.11843,52.0968,49.32302,44.07041,42.70823,36.29385,0.9498754,1.718323,2.304931,2.99803,3.444132,3.323548,2.880526,3.977834,4.616789,4.555839,4.511927,4.362912,4.240829,4.224051,4.233775,4.00083,4.046403,3.936928
b4_40b,40,6.434803,9.151339,11.60794,15.0373,17.39854,16.51643,13.93998,24.17008,38.06945,42.46138,45.69583,61.79696,54.28793,52.314,49.55483,44.29056,42.94421,36.53084,0.9783558,1.654799,2.191889,2.816072,3.203919,3.092009,2.661251,3.699127,4.309643,4.292541,4.295422,4.418763,4.063029,4.021059,3.993201,3.668662,3.680719,3.460625
b4_40c,40,6.37614,8.917247,11.28159,14.65705,16.9885,16.10711,13.55569,23.79516,38.03205,42.53358,45.82152,61.99396,54.62182,52.63234,49.87423,44.56501,43.20962,36.74857,0.9493145,1.62441,2.143865,2.749316,3.128607,3.024651,2.614882,3.651599,4.230221,4.168744,4.125074,3.905872,3.757046,3.747831,3.774318,3.544246,3.571472,3.423686
b4_40d,40,6.476954,9.189334,11.69166,15.24765,17.64381,16.73504,14.09127,24.2879,38.27805,42.61026,45.76326,61.55647,54.43653,52.44613,49.6709,44.33165,42.97203,36.50082,0.9771463,1.721867,2.291311,2.969749,3.390763,3.275563,2.837082,3.850849,4.628673,4.573733,4.474952,3.897971,4.073469,4.101751,4.145412,3.878751,3.887877,3.667649
b4_40e,40,6.339067,8.937119,11.32298,14.70296,16.89912,16.03559,13.59952,23.23773,36.42806,40.72361,43.92958,60.5131,53.60327,51.5869,48.7916,43.57162,42.24118,35.94754,0.9933266,1.752515,2.331621,3.020746,3.449742,3.326063,2.861003,3.913217,4.732031,4.709662,4.650114,4.322051,4.186403,4.172327,4.176056,3.829446,3.82509,3.541637
b4_50a,50,6.04688,8.172302,10.25603,13.26514,15.37721,14.54436,12.29327,21.76821,35.39274,39.82898,43.12529,60.21132,52.61993,50.57362,47.76354,42.73264,41.44626,35.39459,0.8922598,1.416089,1.867682,2.484839,2.936726,2.826929,2.452178,3.608727,4.5987,4.547266,4.422417,3.738332,3.627131,3.636142,3.698023,3.420541,3.424799,3.213227
b4_50b,50,6.163068,8.226542,10.31619,13.39639,15.53109,14.6603,12.29043,21.74508,35.92952,40.41509,43.62911,59.97289,52.84825,50.83808,48.0506,42.93393,41.60756,35.39531,0.885929,1.385523,1.824916,2.411232,2.798033,2.694508,2.331711,3.461933,4.153847,4.121121,4.084384,3.863007,3.493937,3.475746,3.508444,3.274227,3.292694,3.145056
b4_50c,50,6.15241,8.257171,10.34351,13.37085,15.48139,14.63018,12.2894,21.78771,35.6776,40.15426,43.4381,60.20757,52.5461,50.52654,47.74277,42.74195,41.45756,35.4016,0.7948603,1.248984,1.65261,2.168637,2.504857,2.41678,2.10302,3.12618,3.737702,3.733872,3.723142,3.607256,3.336464,3.31067,3.34875,3.160261,3.18972,3.061375
b4_50d,50,6.15353,8.205298,10.26869,13.29686,15.4172,14.56039,12.20797,21.73607,35.71231,40.13722,43.36565,59.95888,52.43752,50.4362,47.66422,42.70633,41.4449,35.47805,0.9170417,1.365408,1.772824,2.328434,2.730278,2.625045,2.235344,3.420383,4.313553,4.307158,4.277249,4.097753,3.7682,3.747004,3.77467,3.53442,3.557693,3.386676
b4_50e,50,6.073895,8.175087,10.26525,13.3061,15.39957,14.55849,12.29665,21.64839,35.38853,39.81879,43.05281,59.71198,52.43034,50.41625,47.62975,42.6265,41.34668,35.30596,0.8894693,1.384948,1.850791,2.488723,2.907092,2.799428,2.446855,3.589448,4.385452,4.397165,4.38807,4.185433,3.998213,3.97603,4.007142,3.73382,3.754347,3.559612
b4_60a,60,5.955081,7.76258,9.670581,12.54807,14.4592,13.6174,11.29292,19.96549,33.10527,37.35743,40.43192,56.64378,51.13401,49.11968,46.36055,41.55506,40.35166,34.64566,0.817873,1.22622,1.625705,2.203418,2.523013,2.403312,2.00879,3.072227,3.988695,4.030567,4.057396,3.999183,3.552837,3.535278,3.522873,3.292265,3.316627,3.189947
b4_60b,60,5.947991,7.772645,9.719581,12.69863,14.55673,13.70394,11.4106,19.84064,32.73324,36.94991,40.01738,56.32393,51.14701,49.14856,46.3839,41.55898,40.34082,34.5913,0.8130145,1.229974,1.642425,2.211225,2.525713,2.423787,2.067535,3.148301,3.889045,3.900565,3.919346,3.791148,3.301075,3.286377,3.29247,3.105207,3.130111,3.001364
