Sample_ID,Class,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101
M1_12185,0,83721,7416074,1965818,44956,202620,16753,198470,22694,17737,704925,406133,18407,2749120,169711,474918,314315,0,1737247,132674,30021,1849983,134998,963748,102560,1146671,158317,194629,281983,1065671,98854,185735,2464363,52812,12170,0,331814,0,99648,95706,263231,1533856,2673674,54472,193204,36775473,46971,64545,68345,72720,683117,45670,80041,5686958,48606,733284,1094922,2229760,831161,370188,301496,89681,1013922,387192,2770674,93583,275716,65053,223278,76232,728202,205479,1515204,202504,6765724,12401871,5387083,106491,533098,193148,99812,372086,287713,585376,50103,3576727,0,447809,0,36705,0,332178,129140,54558,137458,0,18042,779620,38974,31290,39687,17342
M2_12185,0,85659,6998185,2415482,71386,263845,16854,273633,30344,22086,697142,496814,24629,3786902,200959,556745,270460,0,2731029,173408,34445,2125195,168534,811630,122357,1161616,166430,207360,298648,1151578,132566,233080,3894370,60026,27172,0,599347,0,308202,310037,213825,1623888,3040108,81766,571936,43753568,34537,148364,48469,158509,812498,60305,105593,5976016,62750,588288,1004688,3581905,916091,310538,412255,93860,1244796,265575,2740120,90549,361963,81970,244346,85464,679585,307861,1369200,260407,8571757,15568131,9111775,121870,739799,290164,131311,298449,327775,493244,54834,2953352,0,368783,0,32986,0,234586,161706,73982,175167,0,24491,738133,33382,42529,24466,209906
M3_12185,0,83897,8219345,1740283,121797,143232,32516,244837,20474,29603,744779,261129,21136,2986108,186434,631228,308389,0,1476714,107602,35405,1814398,159004,545823,85960,1268896,154106,230041,260558,989308,179050,213504,3342049,40106,0,0,472070,0,40782,35721,161137,1270533,2734616,56652,128173,35728622,45283,148520,38383,149523,792245,35024,120964,6036691,49826,703446,1103844,3667458,919263,357427,487949,115844,1144692,164285,1520642,51340,297798,66888,249042,88369,374330,306243,771655,209780,9085167,12881018,13050439,132796,723687,363310,115422,411393,311920,293799,61368,1843748,0,263286,0,38605,0,138002,137056,79279,177630,0,29659,685777,31881,43819,30528,102585
M4_12185,0,72970,5071138,884347,57737,96108,22848,111307,20630,46852,824874,376709,34164,3721872,149277,751833,264785,0,1553818,123555,43034,2724311,251275,719628,56897,1557248,172701,287203,331179,1174040,173751,265005,2845495,51466,21674,0,743103,0,222384,222059,175334,1868603,3411382,72222,473817,41678401,83067,178172,47330,176216,1494035,44278,118195,8811864,69551,793683,1375937,4582128,1015957,441025,562071,136032,1446818,195361,1585566,51425,363682,70756,346629,117281,431287,408681,766006,293231,11381465,15586336,10097990,183960,705977,413594,167263,674604,385070,286575,82756,1643566,0,242692,0,41241,0,115575,182405,106741,241902,0,32608,881205,46237,55798,35967,48902
M5_12185,0,120425,2978841,1018805,79983,100932,40954,126908,17550,32424,430130,157860,16160,2935383,232530,756396,245126,0,1281178,107353,36271,2910165,214087,256253,110548,1964361,212473,278588,440828,1811314,190780,362978,647440,35571,14373,0,605812,0,116483,114491,170270,1483909,4263908,61481,265559,65426351,31502,207419,61840,160313,525828,47148,95170,9587019,93004,722888,1109876,6164171,945745,368895,685607,140293,1960106,212583,1606133,55439,675896,120602,267572,101832,459694,440176,791421,456993,18308676,27258158,9617619,158309,1189287,398457,176308,350074,528030,288856,70537,1800645,0,236037,0,44106,0,120978,331476,183087,282207,0,37495,1208058,42475,60032,49402,38153
M1_12198,0,74373,3380665,924821,33017,82360,56002,77737,18900,41822,458558,289943,23194,1278252,115873,648624,250487,0,780732,203457,26056,244107,160248,654234,69365,1282214,196177,267000,335525,1270918,434047,296623,435196,75867,0,0,68179,0,19207,0,238424,2028713,2942575,77930,64752,49709526,43156,102014,81578,54206,618465,64188,217852,7565777,62929,1084047,1499439,1339454,1105022,533663,428473,175576,1200382,188566,2626754,87433,394863,77641,325172,124418,669764,273459,548817,395813,8759129,17785960,5984126,191420,512377,209253,202642,420441,366674,95103,96540,2750856,0,155489,0,50325,0,132713,204688,76159,190109,0,29173,823432,42318,47486,30609,19180
M2_12198,0,67722,4763969,1796713,45088,149879,61980,146454,25842,43907,359487,272927,17937,1124073,116670,538850,214545,0,642914,198358,22457,335509,133102,39073,75892,1084594,186107,228570,275020,1090591,88015,247538,748316,66070,0,0,53308,0,17346,0,178210,1578080,2491624,64521,59352,41886324,17885,73242,65548,41596,509319,50970,223668,6234683,51618,1037316,1297335,1161385,1164469,454237,349405,171849,947154,135090,2186999,73761,316392,68531,290840,112102,520077,220133,450950,307853,7179064,14689491,5923658,174279,404213,192699,178907,157649,300755,83802,88708,2288387,0,129569,0,45132,0,102367,157547,57924,142024,0,24888,598852,38468,40322,26000,17300
M3_12198,0,47748,1450794,792337,35346,40267,85903,93761,28763,68444,400931,111713,17552,1381771,191243,763965,193236,0,359797,109749,20594,200513,123224,817278,127025,1131304,139305,281344,275536,981014,112316,271009,560885,59557,0,0,54234,0,13115,0,148355,1292081,2543459,62427,91381,40995573,13228,255724,43988,117124,238069,39774,243347,15921235,57074,818452,1074626,1411150,1001259,358146,434968,141594,1026821,83270,1362595,43885,268137,52809,279406,93935,334174,238727,298242,286160,9016820,17438532,3653225,149020,510751,217459,151461,97770,318544,97668,80401,1661600,0,104544,0,43307,0,80214,161824,80365,176519,0,22544,742100,45018,37641,31002,14994
M4_12198,0,72871,2684212,923091,39207,64186,58554,83047,19626,47361,203819,108445,23888,1662732,348002,761206,241543,0,569003,182491,28304,311591,146499,82807,34569,1452798,198597,325295,351766,1343311,143106,312722,598390,72156,0,0,77528,0,16587,0,201325,1558978,3231692,103078,99329,51561791,29412,227211,60089,104212,371359,66946,329142,8953523,68756,1125423,1313747,1742187,1414150,462178,522266,254142,1300500,120880,1702010,54692,381646,57655,365411,113764,380959,302138,350796,370207,10339105,19806155,6274573,184153,553310,284533,203186,199011,383620,124205,98652,1524230,0,145710,0,50511,0,70138,204998,87704,200426,0,30826,921384,43775,51367,34657,21954
M5_12198,0,70845,2187225,870397,29346,84089,44199,184432,34642,46303,430408,258638,18138,1372638,145609,570545,193663,0,700912,213795,25333,215420,141857,55790,78965,1257924,196824,256719,344633,1323650,122559,311039,664606,79578,0,0,60849,0,17276,0,152657,1471535,3044597,92861,88236,54767610,27836,98481,54331,64025,255160,56456,394002,7747938,69271,910088,1185432,1728166,1159246,402881,477114,228606,1315280,157552,1798101,61970,432987,68531,297305,116352,429270,302056,371343,388985,10697537,22186111,5704642,178729,625681,283638,201163,196109,396680,89392,93409,1855015,0,124282,0,48995,0,88271,230694,99436,220030,0,28257,946150,43027,41976,34310,25957
M1_12206,0,96138,2958173,1067479,51592,148344,60906,120161,21804,36695,626762,247682,18478,1096593,188413,824769,358458,0,1302317,215797,39348,606933,229857,614511,85693,1732687,199219,350169,229595,1316064,155683,221496,385320,77009,0,0,109416,0,23562,0,305422,2658700,3258026,68906,58522,38665605,60784,63042,95098,46470,1151885,65437,146261,8864070,55086,850097,1369092,1422957,602657,461382,423220,127990,1146941,243238,6382039,159057,305474,64388,309738,89999,3801686,372724,4566301,286488,7835839,8128039,5234144,133607,419778,236899,102412,243272,339865,1577361,61733,4331669,0,936865,0,63769,0,429244,155682,61818,178122,0,21090,717705,35730,29324,38317,16967
M2_12206,0,80394,2370978,2176141,111346,316928,160934,190349,31209,102393,1704815,626668,29802,789522,239176,684064,269620,0,1028358,222086,38052,107938,194047,55721,78692,1231874,168525,327143,162550,1030320,139557,185431,665356,81562,0,0,89500,0,21632,0,170157,2647827,2586450,69349,47405,32852351,43542,56976,79514,34631,288807,66309,175680,7740652,44462,545404,920489,1196457,435188,288423,339637,86410,886858,246262,6265193,150898,245413,49564,220669,61938,3770519,156397,4596003,246868,5689295,6412555,2803212,97546,324629,193605,73557,228312,266080,1479256,43193,3850928,0,833540,0,45725,0,358224,125477,42708,119503,0,12181,540570,31855,24938,24622,0
M3_12206,0,68443,3066401,1624312,120331,152718,228298,98815,18650,77494,1505601,281280,21355,646103,178854,775657,204781,0,386247,108398,25814,43763,133814,729250,104598,908654,140357,337820,108982,629594,127714,169845,809760,36065,0,0,60968,0,12044,0,117984,2363475,1885348,28022,33326,23022792,14328,65627,55626,34026,272507,42732,45485,6389012,34551,481835,719491,854118,387485,249054,310895,69159,702135,91305,3226343,82042,197135,39802,184054,58911,1774096,119017,2350086,237081,5161220,5283050,1709743,88453,315673,211977,70616,96261,247806,813257,40738,2414508,0,484454,0,36807,0,222794,125379,36051,100907,0,13725,537029,26453,22495,27511,58763
M4_12206,0,76347,1544381,788482,83331,86791,106525,118488,22549,62605,1836338,422702,26773,607268,144216,713886,191837,0,502107,112684,35023,64017,145868,110009,65789,1211656,168716,325064,145847,937546,173172,183526,324847,41681,0,0,55484,0,10318,0,90260,1901051,2458519,32514,41295,30032335,13430,93974,55829,49883,218824,43907,63517,6225974,38248,435621,679298,1132917,404417,221794,321811,72799,790374,98750,3402759,84252,227555,42816,156742,48280,1871679,148415,2430419,225988,5863549,5798404,3620940,76760,336355,219643,72001,118680,252600,810161,34870,2223134,0,473373,0,31681,0,207137,122340,43074,113065,0,15242,519579,21732,26578,25268,0
M5_12206,0,92548,5335836,1715338,120480,170766,125441,162189,20557,51374,1371137,350458,20703,595578,124078,641666,232716,0,699379,125370,25559,51062,143311,137694,125487,992044,157452,288227,155391,839149,131915,182410,774400,43016,0,0,64707,0,11394,0,143182,2271323,2035687,29900,28940,29066992,12241,40779,60250,22666,307873,45600,44938,5730693,37634,655861,804703,977668,654003,268155,280227,61875,766339,84847,4657191,112382,240599,42319,194335,59456,2644950,213224,3396053,220338,5258104,6364375,1808466,90954,333678,190575,69824,130590,252196,1052221,40301,2911562,0,662256,0,40436,0,257223,121563,38250,100623,0,11124,484302,38579,23458,22060,0
M1_12213,0,60511,731644,1477426,150542,45733,999349,49860,16850,60961,572936,109478,46152,750907,91985,845625,162905,0,361500,46681,46623,17252,129498,53982,65478,861739,157187,253827,114138,1174594,154878,159580,584279,27601,0,0,40021,0,11355,0,1642327,943712,2777650,45115,47574,38099097,15357,87094,31439,52269,412667,20428,58041,6260759,46650,257837,503506,886597,190804,163417,254557,59950,858863,35138,685126,28444,340157,34112,114222,38150,143871,209721,124746,447371,6902995,7697140,1639877,53264,348235,106419,71888,34905,332645,25315,26008,2790029,0,134545,0,51108,0,14552,193401,57584,121362,0,12788,723776,0,21507,34976,0
M2_12213,0,65476,1169561,833628,54043,40511,353261,51675,15170,48952,794114,203807,36493,581018,1952578,734749,204124,0,675381,88469,42575,18617,151193,68938,53698,898800,183884,227325,109258,1234263,115068,170665,420410,39457,0,0,53105,0,14997,0,4223330,1273807,2458138,49786,57874,39355125,27058,77225,55132,46683,542619,37810,42382,6873515,47821,481046,859665,770865,375560,309189,220254,87584,887453,68579,1906263,90237,359809,42476,251507,85030,417755,197794,314174,451701,6261483,7344957,4584697,118841,312407,108024,122352,60480,341439,43605,57343,7840281,0,306876,0,114726,0,36760,197202,48373,102808,0,21161,654776,0,35568,31219,12916
M3_12213,0,64555,1200933,2619595,87323,66766,756171,78862,28930,49206,664691,132173,33911,613407,144502,771726,233688,0,672806,81988,42550,22915,146828,679263,75896,1006003,176149,289194,126077,1192384,105744,177964,717526,39278,0,0,65704,0,16492,0,4851157,1369599,2462729,68216,70616,38078485,21487,60958,73120,59693,781363,32065,43284,7925789,50638,557364,910048,733396,434261,315719,216577,90677,896793,57442,1363072,56698,343623,45077,194588,70833,271858,200019,236689,421572,5809603,6956291,4566178,100922,305268,100026,109152,36093,334706,52432,47728,4994545,0,193980,0,86665,0,22579,202349,44348,109437,0,16401,707953,0,25439,32984,36920
M4_12213,0,77990,1080022,812755,59528,51299,556075,68996,33519,55283,789771,157107,53079,1160667,109760,639626,232298,0,527625,73715,83243,26079,143601,140651,102365,833025,150855,262774,90981,1213792,108015,112247,544616,34752,0,0,65054,0,17143,0,4551051,1226485,2583067,66157,189022,36066636,14382,128696,59899,93325,767224,39935,32474,6324045,42341,435922,736672,876294,340746,244891,207437,69524,808232,41389,1231788,57158,297710,38686,201898,65713,254301,162433,199536,344528,5152084,5364996,3564664,89067,253537,93960,120589,30879,292825,35994,42865,5183405,0,169006,0,80353,0,23348,175196,37502,93721,0,16511,564945,0,28780,25785,18743
M5_12213,0,64475,1416904,1275209,92756,52151,629601,88618,25474,27222,926890,104282,39823,494183,2722737,674530,237543,0,466690,67440,38250,17933,148079,168644,45896,992769,190878,243059,136529,1222960,126245,175088,469013,32606,0,0,53275,0,13747,0,4360925,1404431,2792495,41321,38128,39120358,20202,86765,59141,39128,600785,31733,40877,6988322,51312,702092,917339,801715,620925,329553,232032,88973,870232,67047,1119112,48442,345202,41356,244080,80008,244708,201226,211015,400409,5897535,7743682,2858270,106769,319836,129140,111608,61957,297832,37035,48189,4695053,0,850908,0,88599,0,22731,186022,45299,101040,0,17594,558702,0,27944,22147,12748
M1_12255,0,66908,4542892,1546611,72416,137617,298910,116082,16428,193173,2291851,198422,17828,2719243,2504112,719441,334856,0,759305,153550,22401,3086075,105627,282361,89635,672144,99476,280507,46789,516300,91709,110356,1509754,30856,0,0,327963,0,0,0,1535998,929867,1227037,45209,34928,14161992,28189,62299,39948,46034,583541,21015,54309,7779749,23522,291444,541768,923249,258407,188680,213763,84416,544952,31936,1207184,45072,102328,33470,153027,57879,221596,160652,227553,130776,2991709,1480557,9955158,84363,162690,100097,130492,53939,207726,70095,41797,1437051,0,136357,0,44189,0,21102,66155,22809,101923,0,24291,476398,0,30684,36488,9344
M2_12255,0,68950,2350068,1494825,104133,113224,391658,91995,14809,234908,2938910,207171,22738,3816601,72847,908805,450028,0,533567,158208,20100,3763632,113962,43024,78459,762313,133568,324194,55754,602253,137870,114442,1226958,31828,0,0,377906,0,0,0,1907742,988642,1681729,47784,33828,16173645,43750,68073,44934,39488,646030,19076,33441,8120087,25825,353935,610710,1282622,292788,213053,267610,80966,654826,44793,1107393,43712,114085,38297,187133,56510,224078,209766,212609,150465,3618072,1797458,2154784,83382,174934,124319,101810,102648,244762,54349,39109,1282515,0,117815,0,48230,0,20107,69949,31088,127840,0,24748,582736,0,32486,50287,16194
M3_12255,0,70495,2644089,724896,43998,59819,161956,55760,13359,190979,2891361,149548,21579,3774487,139217,862368,382662,0,520055,152503,24815,3208482,109606,86226,89635,695997,116764,323586,56418,518742,123776,116851,1178094,37272,30752,0,303437,0,0,0,2332541,989111,1533544,81079,48009,14838751,34446,85638,39752,81685,531984,18577,63707,8457364,27356,392751,621782,1146587,366214,215487,260342,90321,635338,38275,972034,41845,105774,43221,198543,60538,182927,206837,208455,149866,3462332,1931761,8520953,91259,171958,135437,100684,102083,252959,52409,42527,1032044,0,329905,0,55751,0,16655,72284,31136,141649,0,31913,606767,0,34774,59032,17656
M4_12255,0,90334,3146983,2571995,69360,136087,142777,134171,15657,57907,2283767,237726,20583,1554121,205400,626699,234313,0,618948,197739,28351,475626,119763,105871,100125,1003883,145337,290124,138481,785093,96976,155353,1122476,78716,14188,0,117649,0,0,0,2345231,1181451,2066043,85038,75924,24640469,16792,103600,54172,103618,352349,30415,164129,6701087,34479,479874,705432,859785,410998,247957,267305,96060,755299,61494,1203480,46812,164644,28000,161212,53585,238425,205683,200907,187810,4678428,5425351,7162828,74781,235000,132716,71793,64888,244950,42002,36754,1410234,0,119099,0,52418,0,22489,98632,37452,142976,0,19127,595903,0,27437,37831,19629
M5_12255,0,72724,2739307,838601,60756,117908,315772,130550,20816,220645,2810813,251086,23582,4454731,568361,946528,461523,0,557109,136924,24493,3110057,103944,365714,55698,757158,122661,323500,68685,575039,125111,116366,1301420,33104,0,0,356750,0,0,0,1677185,992794,1927694,49042,40070,17072397,19290,85168,41890,57508,421931,17960,37112,7758493,24984,442998,623793,1370636,445243,200821,265431,77422,651052,33159,997301,40385,110795,37977,166113,55793,199157,232730,190796,137201,3851110,2390131,2631134,82405,193888,129901,98463,90361,245017,46206,38749,1307894,0,120710,0,44688,0,18556,68390,31361,144571,0,19712,583631,0,29483,45626,16510
M1_12269,0,92434,5087069,948577,70302,44175,210310,43540,17055,31553,1326123,176796,43761,945408,2563966,1088581,295858,0,445447,69889,44227,63805,151272,57911,96358,1357252,183037,393908,166247,1114243,137438,286058,819629,48530,0,0,48870,0,0,0,575224,2029408,2465302,48330,54119,34183978,71883,235013,87200,111664,709466,27086,27820,9341969,41363,553333,730629,842676,546008,264802,312940,88270,976960,43338,1047708,38441,260870,56995,225604,65134,252890,166310,193317,270752,5831470,7108390,2763915,96669,329638,163302,107379,334320,277320,34144,49249,782634,0,80444,0,44954,0,26440,142253,47015,120047,0,24767,534229,31991,32786,34406,11732
M2_12269,0,75902,3025526,1424770,84292,58073,204895,112969,21266,27567,1112251,189094,21222,760422,189003,1794575,525729,0,311176,92859,23442,51555,129008,33564,45897,1084785,147637,329368,145884,848912,93101,210492,1030773,43657,0,0,51732,0,0,0,680248,1630282,2139388,28033,29713,27712359,16732,81259,82575,34987,924365,33582,35470,7783345,35442,1019686,1130620,731070,1097329,400528,259857,92987,756092,47239,1606694,58451,237189,74219,300416,90192,393864,147443,296367,235733,5230402,6996047,1618978,129953,293235,184421,92405,122333,237594,44587,61859,1175460,0,116522,0,60123,0,38114,134867,40077,109497,0,15500,457391,23709,26902,25892,0
M3_12269,0,65726,5567963,1741081,121701,81889,208575,139171,20447,44579,938464,102240,30148,640846,232326,828412,290704,0,429762,73916,35010,158395,123442,80853,78965,1079356,149588,307760,141299,1008612,115273,237534,1052864,38338,0,0,43081,0,0,0,712941,1339390,2211469,28451,36931,32161304,0,120253,62056,53825,220317,25799,30795,7352793,36094,684371,845113,772647,629076,318492,311965,77097,842951,30882,1208308,44938,270915,47912,231836,68269,301475,145670,216782,246190,6014127,7548151,2095210,99353,346744,202277,96670,71661,241385,32402,50985,885140,0,72846,0,44187,0,29672,139528,44068,115450,0,18120,460049,34283,28485,23233,0
M4_12269,0,59599,10136515,1096023,73293,35538,116364,91150,21515,36332,544068,135881,22805,470729,208875,370323,199485,0,293411,58148,24218,62890,114340,58396,125643,878335,139481,210320,125579,913845,84028,195265,844804,30947,0,0,37571,0,0,0,806833,1855996,1888387,32174,31304,29566253,44084,82713,52180,39423,479452,29262,28392,7121888,35916,824587,1011835,632386,954327,345117,250237,80479,777005,45047,1548275,56220,256676,42560,255321,75926,426205,145098,300326,270635,5509649,7271005,1979291,115341,297667,178590,99651,263031,240365,39576,53589,1248385,0,119015,0,53277,0,40209,146472,46942,112702,0,19683,476310,25195,28276,25623,16939
M5_12269,0,70715,5605399,1450743,72041,92787,122615,229107,24550,23432,874997,347868,18040,605019,2850453,1740044,555557,0,770908,119803,20888,107585,128739,47822,45897,1081609,141858,262630,156364,874754,89855,200577,1068622,59049,0,0,40349,0,0,0,991876,1648589,2054468,27733,21547,28206363,23843,45787,62951,21362,509376,49483,24945,6880175,38724,659667,968511,749437,778590,316191,230217,59364,800004,87057,3520882,123605,239672,52388,234755,70156,905640,155069,525724,217749,5399645,7342440,1669083,112361,270620,197577,70244,132512,254868,36632,50505,1977835,0,202746,0,53191,0,74350,138292,49260,125932,0,16100,537235,23289,31671,35871,32879
M1_12283,0,55667,3916709,1101797,47196,43548,138025,93055,38128,47004,1204918,84311,24117,726902,227275,331012,189111,0,560854,170463,34051,43537,200585,57513,86965,691118,106346,284354,67487,521261,76203,132539,593384,74017,14753,0,230254,0,64086,54242,18408611,2437119,1510939,110395,134127,17488392,24974,61762,68119,48034,1336846,38257,260156,7089083,31645,642774,1399458,784658,337838,482652,230190,138417,600739,43776,1250154,80310,141005,74816,355784,130014,311384,161453,293435,179269,3807236,3380954,1983828,205635,203987,133678,186201,79251,240082,62013,92652,14222740,0,398892,0,247126,0,59119,94952,31228,113400,0,26588,486226,49793,32061,36161,65817
M2_12283,0,77277,3191944,733219,58861,50522,66799,87819,27131,33050,481643,105006,18760,487712,463638,266715,133632,0,740989,176017,48222,94736,220354,32761,79689,1122774,144629,481686,105657,690519,155181,177896,153534,31505,0,0,636748,0,28743,24709,33471268,2487666,2672041,32291,70881,23084446,31239,81703,82075,42473,670759,26770,42925,8912984,33654,629309,1528761,2653129,444413,528925,446863,121375,832612,59048,1900532,131173,205994,107753,484817,167759,372837,386394,354464,245016,7981779,5303564,1971768,295334,365041,258490,291671,125687,355810,171880,134554,28187023,0,634495,0,388762,0,77267,148520,68430,223169,0,38005,674967,65750,47752,41850,142598
M3_12283,0,78500,2745660,711623,29121,68377,212015,114819,37277,67868,1128240,307545,31932,901837,207744,463802,264729,0,1058163,234331,54094,58363,199500,58220,96584,700250,116649,344539,49023,407012,79194,109846,0,134406,19844,0,380933,0,78440,67295,28735950,2787241,1112986,143902,165540,13064116,29518,71836,98697,59922,676658,53727,358586,7677501,34181,826832,1689475,629604,521028,605249,164340,177972,388588,35668,2808976,217545,103517,67095,498810,190241,696195,122186,589855,144378,2431569,1729740,933950,310674,179528,87250,337582,62457,155054,105520,144318,43131709,0,1006892,0,538241,0,138342,77613,18267,61730,0,28388,262414,48388,27451,18562,29008
M4_12283,0,81049,3813600,662209,39436,33045,116217,94857,36649,98041,1840330,87241,23578,790044,1805127,619971,263938,0,890845,191526,35935,46779,172128,39797,100236,746001,112276,370960,63263,522255,87654,136140,364716,194182,17981,0,392481,0,30659,17929,24313545,1867370,1720712,177320,81704,17110211,32234,58587,65184,48584,611997,43029,535298,8878638,31424,549452,1067829,1069771,390727,377870,252638,133489,542380,40143,1291929,79622,130970,68163,312549,104848,295706,184048,259709,179190,3789092,2871659,2966381,164840,186494,146345,164216,116422,214824,73098,83078,12993223,0,429263,0,241055,0,48217,86792,30651,106300,0,22348,394215,48697,31137,30424,14335
M5_12283,0,58050,2833428,697162,26503,30398,209064,93960,31545,169346,2340603,89613,27912,748367,362428,760703,291909,0,569686,155077,39048,12068,107221,55546,89635,505030,90792,375587,46923,274508,66108,96899,500459,252390,19141,0,213455,0,25343,12048,14535826,1241559,1008302,185006,73381,9710814,14553,38664,51706,39659,510552,41990,673070,8310401,21141,491084,905410,422322,388975,324444,150024,128755,358640,13203,1006024,66801,82125,53448,247458,93430,204611,86580,225565,123410,2118035,2236631,1869170,144348,155148,115611,151300,39416,156434,57899,71332,11517084,0,369741,0,191031,0,38971,57797,16177,62079,0,27182,371985,38159,41422,36465,16149
M1_12297,0,78487,3087645,2208802,175793,78839,320223,133338,19626,158982,1020846,139191,21267,873356,91150,637368,258660,0,449509,395747,27468,43812,132225,153976,99658,912878,137547,436266,82445,830669,158289,141681,825350,93425,0,0,44709,0,12760,0,246141,1585601,1970884,37053,47120,24766965,10343,88884,53987,53197,682684,36680,63187,7634363,28724,597300,909959,628818,531188,318266,283722,86301,718025,71354,1063276,35673,162085,76446,290762,109482,246075,137748,213869,201541,4839168,3546411,1919126,173995,210907,175814,203675,55372,236782,45789,77288,806462,0,88629,0,32997,0,27418,93779,38865,100277,0,30493,561072,27544,51264,48690,31249
M2_12297,0,86862,1361317,1119656,74740,83323,189366,95504,19989,103212,1251514,329943,26884,1506185,361321,656155,227692,0,702110,803146,34442,46981,138192,51397,86987,1069949,139343,464388,103940,792327,151069,164929,851585,107251,0,0,45520,0,13865,0,184311,2271101,2055273,50497,54233,25242357,11197,100560,63804,71093,249853,39495,96441,8935652,31731,478347,839037,655681,486935,276600,268339,85730,741863,47809,1342550,50888,163816,79707,370914,160256,255187,148703,236268,188138,4953093,4438996,3915393,270143,219241,171571,266735,38899,249137,50031,118671,761570,0,210906,0,29235,0,26985,95236,38152,101273,0,47741,450182,21210,40101,33398,12045
M3_12297,0,79481,1368861,1119901,90575,61501,194142,85941,16900,114964,856193,196819,29208,1094721,367597,671170,253683,0,453253,560869,34736,34622,133016,52571,75896,987472,154606,452988,94440,766609,156162,147032,769956,134421,0,0,49151,0,13995,0,182762,2024484,1919065,44164,50895,24009041,6682,104392,61310,68189,303328,40975,84875,7715943,29799,572038,861631,584300,542635,276244,256797,84268,647966,38900,1181656,45884,152460,52825,237277,88605,234515,113806,217704,174172,3963522,3380773,3127911,149876,182001,150626,187871,32734,213204,39148,69220,681413,0,135998,0,30294,0,22517,83492,31393,78626,0,29454,388794,22339,33678,29453,18182
M4_12297,0,86914,1645055,1080636,78720,133580,105528,140287,28136,88495,1551460,684720,37786,654355,395028,787363,316540,0,859062,1447241,43588,59024,162997,55235,123658,964516,149265,411883,116607,848025,114738,160711,487554,114793,0,0,45695,0,16041,0,188224,2201708,2092734,44696,34044,28750576,8686,46048,132889,30155,219857,60948,53657,7343284,33672,742559,1168145,662995,680049,364874,252937,70604,732032,54495,2028574,69294,192205,59677,259575,87993,405345,118034,278154,188660,4348976,5494270,2028269,145834,231700,185636,150947,46634,223565,46426,66613,978144,0,174134,0,28900,0,32956,101480,35803,84866,0,29444,416560,35033,65393,31642,29650
M5_12297,0,91578,3762658,1719588,125070,111541,193898,109749,19806,130908,1219041,430827,29357,427250,142762,569931,219244,0,468087,684331,33154,89735,132918,160227,111256,771322,139686,305715,91826,920155,117133,141089,500558,109345,0,0,44827,0,13804,0,139786,1751386,1807744,59423,129531,28801828,7568,82765,97283,48959,169594,56707,138565,5617637,35659,719974,1106334,538371,597215,347991,208018,68252,696100,43008,1805429,60472,203324,187367,193142,79694,348159,114394,247018,210875,3844286,4461169,1857388,115713,223141,149962,99032,60297,204684,43248,50390,964395,0,127911,0,27259,0,32915,109495,31321,81271,0,21631,367123,27091,72747,21232,17200
M1_12304,0,57283,1212780,1871892,200689,71283,678568,109410,19215,39488,1312288,170948,28404,1010320,91723,1088203,245992,0,655533,84940,30353,55558,123412,110628,89658,1120615,163095,402156,110024,764089,162928,187013,1101097,20858,0,0,60937,0,13229,13758,1833005,1096377,2287604,20449,47543,23549045,0,74497,28999,37585,266106,14017,21498,7330688,31747,299134,404642,789004,382000,135071,288501,56880,744318,17161,1512158,45853,185390,37497,110129,42123,480339,192172,1083232,211878,5020489,4276125,922635,58193,256426,160919,70236,14825,228674,398220,28452,1286979,0,181604,0,43117,0,55187,106797,31395,97583,0,13243,416373,0,22249,14354,0
M2_12304,0,51130,1364589,829143,28680,40972,317828,109597,32968,38942,2899560,143036,25729,1576763,605655,1092856,249446,0,629883,92598,22900,23226,157262,98788,75641,871698,139336,339452,117827,509563,51550,133663,1455102,24522,0,0,63845,0,10017,10131,2270598,1196038,1442797,19714,15612,16912321,0,10548,47065,5923,197810,18217,24442,8418177,29279,499335,897848,505846,494527,247938,156015,64333,563581,20850,2029798,57903,116639,32345,203620,69339,656898,82752,1341182,188308,2681728,3757808,1318928,108030,144291,92787,79639,23558,175071,593812,47476,1474249,0,244813,0,53587,0,61173,77468,18721,61596,0,19679,352328,79437,35486,23284,0
M3_12304,0,55081,774716,1445746,75369,83149,499519,99615,19850,44561,2332315,269466,27158,2025927,494846,1152812,265631,0,548029,109565,27125,22482,129950,59076,63589,807728,112000,360692,66983,325634,80532,107308,2370984,29435,0,0,96639,0,11722,0,2761424,1170957,1068795,16891,19656,10760745,0,17592,44736,8629,133623,19036,15636,7210498,20100,419868,549588,412949,430399,175785,161392,48716,381192,16094,2162611,64380,60369,18997,138502,44366,652997,75079,1498651,108567,1923345,1752839,566391,67359,104462,67294,54948,8325,113600,541029,30673,1499603,0,233832,0,49405,0,65836,43444,10157,39951,0,13630,222348,0,20061,14472,0
