Sample_ID,Class,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101
X1_12192,2,55702,2393703,1264788,0,264958,0,173964,21071,62108,684958,316149,0,314809,169946,182523,138033,32452,203610,132933,0,34253,128170,0,67383,259745,81487,192734,0,1005603,140341,71927,40869,0,0,32840,47911,26062,0,0,110682,1167100,923938,0,0,28753255,13140,0,0,0,0,0,0,5574927,45350,324792,742644,197235,307997,216974,95291,50043,399384,0,1212142,0,347370,65956,0,181231,345923,0,171151,559664,2056128,3043512,1073001,0,28018,0,141676,29318,108582,51899,0,694662,121376,81291,45825,0,0,0,102175,13228,39034,24928,34712,473632,20823,46516,21605,415292
X2_12192,2,46235,2023014,963554,0,203448,0,98821,18180,82694,633597,353398,0,226996,167894,139677,109894,28814,96281,111960,0,19829,117598,0,65644,355712,93552,178300,0,1017348,142126,68839,28267,0,0,31750,50935,28127,0,0,99008,1036422,1004081,0,0,27668957,11547,0,0,0,0,0,0,4997218,50297,317929,636563,212176,345099,185607,82033,48911,350744,0,1030447,0,349805,66001,0,152799,310073,0,145354,543883,2060565,2689008,1139907,0,25008,0,106859,26586,82536,32235,0,689858,119347,55106,33561,0,0,0,113572,12550,33430,19470,22278,371736,29691,29358,26068,686416
X3_12192,2,58899,1630884,1107876,0,336302,0,217964,29719,98574,827367,603438,0,322020,253655,234520,198904,45563,218712,196347,0,28874,154051,0,96072,447742,114726,255277,0,1418722,197112,103847,40213,0,0,42492,64102,46567,0,0,165827,1414101,1487130,0,0,37952060,17011,0,0,0,0,0,0,6620060,67028,501445,889130,309443,612273,246449,123851,62341,535121,0,1896340,0,532582,94368,0,181936,577874,0,269469,768625,2958114,3907476,2581123,0,37753,0,163158,51172,139978,44252,0,1057569,252382,86208,61591,0,0,0,114952,19256,52665,24286,32180,560885,25285,48805,33282,60399
X4_12192,2,56924,3897064,2008816,0,342298,0,304601,30035,14697,682335,337144,0,166482,178509,312714,301361,41709,284950,223800,0,23468,104417,0,66808,330513,84721,210109,0,877282,92079,54877,25628,0,0,37491,43415,21711,0,0,229040,956464,910916,0,0,21570711,0,0,0,0,0,0,0,5489305,42099,374527,557816,215629,598775,165967,73440,28101,273853,0,1040171,0,281555,73995,0,130191,332467,0,159385,435099,1794441,2465187,803896,0,28513,0,67402,22137,96598,19531,0,807425,96459,61979,21614,0,0,0,125407,12584,35404,18724,16644,528459,20082,30755,51036,74283
X5_12192,2,40006,1557007,1466633,0,324049,0,195603,25839,113344,900633,608211,0,417326,281386,236863,237418,32467,140647,185949,0,43879,120294,0,74256,253360,86498,181640,0,761178,149939,48648,72020,0,0,33583,98585,20397,0,0,219182,1269689,707677,0,0,20093309,11394,0,0,0,0,0,0,4309967,30029,343044,716255,140288,403477,190487,59774,49399,230423,0,2029592,0,203132,53646,0,142212,655857,0,280419,353614,1075927,1532188,1326780,0,17640,0,116043,33735,64049,40633,0,1518221,152781,84753,27630,0,0,0,130842,7967,23257,18934,22743,243737,15236,41648,23334,0
X1_12199,2,101190,2390700,895898,0,200560,30292,53145,25050,579722,1543473,498051,0,570910,358061,318751,144503,84492,240335,395231,0,33970,230762,0,188327,954186,204007,567524,0,2870607,339141,201030,78566,0,0,102158,59893,58599,0,0,115625,1302016,3027871,0,0,47617728,12810,0,0,0,0,0,0,10654512,133978,277866,749275,734405,370031,238447,315614,98163,1170898,0,1125030,0,1090593,205820,0,375706,332644,0,240648,1627106,9364120,8783847,4720590,0,89171,0,252592,85303,343761,61032,0,2086050,414591,116800,359323,0,0,0,132561,74487,157200,50278,51006,1404562,53072,66992,72918,46643
X2_12199,2,53560,1243772,1002084,0,193260,16354,75667,20258,148268,730204,231590,0,258683,200721,177879,85972,42022,235952,195283,0,19181,130357,0,89410,405401,103501,339033,0,1057255,152917,87266,35328,0,0,43224,28085,25512,0,0,81029,1107620,1135555,0,0,32375075,16224,0,0,0,0,0,0,7231172,58858,272200,736997,284749,315093,233661,149046,74577,506200,0,951085,0,440892,91922,0,329210,306562,0,193462,694092,3532407,4764242,3506021,0,36105,0,199447,64790,140806,39629,0,1854222,309764,94274,35330,0,0,0,134222,24414,59612,33728,25670,640952,44841,33745,33798,0
X3_12199,2,64989,1341823,556053,0,183882,11768,50137,16301,133289,609320,200317,0,241619,291345,226948,110472,46638,293070,346245,0,20023,165203,0,112105,416939,119904,374279,0,973385,176814,76262,18306,0,0,45216,38572,22697,0,0,94255,1374796,1086221,0,0,29516032,24036,0,0,0,0,0,0,6060198,52085,325413,758538,219594,348320,243503,124159,70248,383287,0,1097899,0,375338,82606,0,294621,296189,0,210384,661837,2440344,3851041,2632442,0,30936,0,151129,74332,107163,37042,0,1374744,214389,78817,23680,0,0,0,139091,18051,42427,30271,18281,503052,31904,36035,30071,0
X4_12199,2,65975,2347069,720881,0,119652,13886,43390,12678,170175,617542,121694,0,250665,123905,102203,50020,30592,125598,192188,0,13381,129904,0,63956,294495,76261,330094,0,1165120,136515,87879,24027,0,0,40408,22952,23372,0,0,42687,891061,1107157,0,0,36811341,11359,0,0,0,0,0,0,6224689,54144,245736,521016,214558,244756,180597,148701,59992,529609,0,406848,0,435896,94348,0,238298,123952,0,92641,699732,3398580,4949602,1761165,0,39224,0,158287,54075,152803,29927,0,821941,151379,62927,44149,0,0,0,141324,24264,62190,25433,25875,671149,32066,30896,31959,0
X5_12199,2,54501,1085237,755586,0,174539,17038,38308,18702,198183,633745,220204,0,283721,99019,99913,52625,33438,87270,218765,0,12996,99310,0,69150,319798,86596,341148,0,1366504,140671,77053,29307,0,0,38622,24984,26375,0,0,48907,701000,1244748,0,0,38243005,0,0,0,0,0,0,0,5403804,57111,234713,455070,208026,255946,151058,143350,52991,492316,0,433744,0,477662,87633,0,197924,132316,0,98448,722522,2953503,3939082,1849017,0,33733,0,127743,39534,135027,25853,0,829872,160836,49596,94677,0,0,0,143254,16501,51680,20536,16163,565229,26801,26827,26249,0
X1_12206,2,51780,2587209,449821,0,31946,0,17491,17261,105399,1194529,16980,0,222903,50515,53420,29225,34198,47581,82471,0,21254,61926,0,54482,307628,74240,114147,0,1033396,91132,50534,0,0,0,39977,32630,21137,0,0,16554,312887,1031223,0,0,27848076,0,0,0,0,0,0,0,5669441,44529,187208,318001,250568,256662,95691,75882,17914,376295,0,151487,0,344684,82844,0,189950,85872,0,115446,511669,2704108,3869279,370054,0,33682,0,49038,25681,139949,70108,0,264775,36869,102754,29833,0,11300,0,145141,17770,47917,21526,11218,771537,18578,28904,40984,28969
X2_12206,2,45963,2631260,985088,0,156768,0,68657,24030,90172,1637132,74850,0,222097,84728,139717,78237,39547,127226,134781,0,24810,69021,0,62980,350572,77528,178850,0,949342,93700,50079,0,0,0,41202,36957,20764,0,0,52175,397307,963313,0,0,25545939,0,0,0,0,0,0,0,5410511,40737,151779,303149,257506,204373,86663,81868,18647,323167,0,603120,0,307896,66924,0,203045,415771,0,498027,475673,2316904,3274858,496628,0,25581,0,44835,18383,111252,220416,0,851705,48692,190707,36975,0,11062,0,151578,14485,38165,20157,10961,620084,21158,21171,38068,0
X3_12206,2,56349,2586248,846627,0,112734,0,47985,22256,61913,1959271,36375,0,241314,73324,119827,68254,36169,80108,88497,0,23345,53450,0,61849,319220,65335,164987,0,864087,74206,39722,26461,0,0,41100,36000,18471,0,0,44158,256120,883761,0,0,22330129,0,0,0,0,0,0,0,5554636,39561,129753,250291,254991,198972,69932,68756,16503,285070,0,375463,0,266974,66692,0,235792,250801,0,311978,356555,2316663,3195534,303900,0,26496,0,42471,12847,106135,156152,0,578875,32240,140527,37099,0,11326,0,153463,16530,41284,20018,8589,584912,16920,22431,47402,0
X4_12206,2,64028,3133486,1313465,0,280204,0,116934,28913,58153,1180205,394950,0,154492,207178,203795,118975,36226,195304,241861,0,37578,99228,0,67765,348848,72609,183111,0,877370,112160,54824,0,0,0,32237,43564,14213,0,0,86622,797426,908463,0,0,25434924,0,0,0,0,0,0,0,5883240,36305,229702,436693,587312,332932,125750,94322,25977,357357,0,2144474,0,240152,79296,0,267977,1486059,0,1667341,389675,2629105,3571319,747390,0,22646,0,58613,25108,113982,695558,0,2529863,69181,617670,52677,0,12858,0,153789,16638,36280,25710,8052,483488,18178,19531,44448,0
X5_12206,2,60731,1628277,422668,0,64573,0,26712,17653,40884,571271,42599,0,269241,95039,151531,85451,42092,46403,149918,0,26607,69108,0,89603,476868,95592,192307,0,1217625,113234,58420,18609,0,0,44305,43312,21815,0,0,61060,417828,1313687,0,0,29631698,0,0,0,0,0,0,0,6223378,49168,344686,330069,492137,612831,102945,97481,23190,425166,0,578390,0,354090,84562,0,207139,390814,0,494096,515304,3136124,3523158,591199,0,37113,0,57854,15443,145085,224179,0,916311,56976,233525,51009,0,10861,0,156351,19121,53065,23779,14312,746547,20861,27747,54072,42172
X1_12213,2,50934,2453494,598397,0,90100,0,27165,23275,117688,475296,146793,0,200975,104183,65501,42500,30265,62605,668263,0,21001,88290,0,52191,324896,79826,178131,0,1197238,123134,76001,12522,0,0,32162,22436,19768,0,0,43312,690133,946597,0,0,35134041,0,0,0,0,0,0,0,6557677,45370,346020,654712,286723,404893,199926,109399,46921,445805,0,437489,0,360118,137940,0,488753,80178,0,78865,565161,2686478,4053680,1346181,0,24284,0,125316,44560,113337,82997,0,461025,122029,166238,81862,0,0,0,157933,15668,41939,53020,19840,443823,33106,41350,17698,0
X2_12213,2,60744,1081724,879145,0,92677,0,37077,22032,424407,2115350,112267,0,294326,89042,130461,91017,39715,49314,816543,0,36163,87003,0,76425,534312,106190,211243,0,1326848,118889,92503,17696,0,0,41803,34124,29136,0,0,75115,635339,1369299,0,0,36131376,0,0,0,0,0,0,0,5367451,38185,427657,514595,366958,592642,167971,113952,28585,569706,0,274996,0,498963,119339,0,220466,65008,0,47141,684586,3775923,4339409,402185,0,36088,0,56187,11854,183788,24791,0,329706,36714,46867,35286,0,0,0,159012,22797,70618,31242,15017,1038449,28628,36666,62744,27758
X3_12213,2,57496,1735604,736918,0,88152,0,26918,15982,122777,943704,86819,0,188193,91341,91608,52958,33560,31672,550937,0,26081,89698,0,64221,382875,84773,236010,0,1218449,117644,81003,0,0,0,37535,30567,25357,0,0,48503,634443,1095443,0,0,33301651,0,0,0,0,0,0,0,5281612,50128,340039,465657,337168,429624,152211,111707,35590,482556,0,332751,0,414678,102128,0,281892,67604,0,58023,593394,2818306,3301749,790240,0,26421,0,77738,11161,137614,42796,0,441169,72294,95761,47192,0,0,0,161443,16926,38552,32297,12865,465790,16574,27128,27607,0
X4_12213,2,45968,974882,536349,0,49888,0,23668,62019,105570,1070796,52807,0,224663,87940,56972,40447,34799,26388,331054,0,48552,106092,0,57609,438249,88564,133158,0,1344831,118654,101618,12908,0,0,36582,24649,26823,0,0,38871,669280,1123849,0,0,37290770,0,0,0,0,0,0,0,7519364,54903,351281,693747,344949,394146,195020,110881,37705,547757,0,260603,0,491109,83850,0,281173,53887,0,52331,686137,3107345,4469978,1040654,0,27068,0,88923,24960,136577,41869,0,324296,97692,78811,70225,0,0,0,162015,19204,49524,32999,18120,484104,24870,35120,21309,0
X5_12213,2,50193,1003710,934561,0,141143,0,57468,26044,135871,861759,145886,0,257642,100220,105376,64675,37390,60328,853548,0,27013,91301,0,64621,328112,69453,253624,0,1305125,118859,76723,31966,0,0,40567,28417,21149,0,0,59590,625201,1167192,0,0,36714926,0,0,0,0,0,0,0,6750147,49730,190808,413380,323850,232555,138399,132705,30107,522823,0,367863,0,415322,74173,0,250662,86696,0,60678,602723,3143823,4315549,654999,0,32017,0,62270,16738,146948,37114,0,388503,59314,83238,42433,0,0,0,162370,16597,50709,27569,11444,690005,20077,28770,31939,0
X1_12255,2,52072,576272,238457,0,56192,0,20110,12543,47870,871706,196555,0,299627,230120,150640,93673,48286,165039,138090,0,69240,144532,0,108152,375065,120541,348480,0,1301681,155755,90527,0,0,0,56555,44416,29552,0,0,1732660,1041876,1241872,0,0,32445911,13077,0,0,0,0,0,0,7929278,54165,253692,873432,206630,288075,210217,109417,57745,519083,0,987851,0,418977,71796,0,230318,251636,0,141518,712268,2448643,3280448,1877404,0,37003,0,134157,34456,148258,45887,0,1723431,176150,87466,31276,0,0,0,163520,20374,52899,49603,46410,634378,28669,42937,33271,0
X2_12255,2,50066,1308142,792402,0,172185,0,43087,22670,214658,1667914,260610,0,216405,165504,109348,68425,35249,98242,105189,0,57493,108464,0,67671,260528,84481,224384,0,1024560,133454,71453,17683,0,0,38648,31486,25176,0,0,1328281,779127,897530,0,0,26821713,14159,0,0,0,0,0,0,5528238,43236,199248,551727,150285,193119,153708,80510,46382,386511,0,722660,0,275969,62853,0,163060,175485,0,98916,502016,1529107,2052818,689232,0,23223,0,84283,49565,116848,26976,0,1274843,61096,61370,24435,0,0,0,165792,10684,32557,29714,23819,472319,15961,24621,31596,0
X3_12255,2,41960,1872172,767748,0,140306,0,38498,19231,143906,1977225,171322,0,202533,103957,124899,68814,34860,73733,107118,0,50006,81584,0,59370,254290,79678,316952,0,808375,86025,59857,0,0,0,40524,34434,23178,0,0,1638647,542514,756659,0,0,21508959,0,0,0,0,0,0,0,5883046,34505,166559,411325,153074,180510,116630,76861,27522,309780,0,408847,0,219589,67287,0,137840,104728,0,64206,387096,1382651,2003661,478194,0,18025,0,61656,21706,108998,21483,0,929081,44031,44352,36392,0,0,0,166746,9011,33561,27827,22336,510313,18362,22044,23706,245394
X4_12255,2,50668,843344,759488,0,166892,0,32450,21848,199457,1823488,251758,0,281569,166784,114955,67110,41565,51134,114601,0,45937,102797,0,71217,302770,89176,275351,0,1160215,147970,70602,0,0,0,47055,39514,27512,0,0,1611333,747824,1148485,0,0,30900729,0,0,0,0,0,0,0,6366133,47118,227519,514530,211473,230440,152287,103072,49880,417140,0,625438,0,327360,77113,0,174503,159910,0,90264,582530,1956667,2601797,1083392,0,26776,0,99820,37911,117119,28785,0,1288125,94115,61141,70873,0,0,0,168570,14054,39869,34143,28502,491179,19894,25833,25155,191329
X5_12255,2,56410,1950458,728119,0,141342,0,34860,20397,110442,2237185,246043,0,258463,124810,126558,70034,41951,85119,110489,0,42114,85230,0,61380,185332,59359,189633,0,835460,90737,45184,19949,0,0,42412,31570,17609,0,0,1361184,618902,691799,0,0,19975884,12798,0,0,0,0,0,0,6183137,32583,213319,441855,149432,249722,126959,57123,35893,256979,0,542420,0,190425,61466,0,148300,131439,0,74724,328946,1159156,1510579,1119896,0,17014,0,68663,48796,73740,24460,0,1040631,101479,48047,64743,0,0,0,169997,8578,27097,29791,21531,286581,23644,24998,25343,0
X1_12262,2,45436,914968,376801,0,79062,18095,15740,11451,437450,1069529,146701,0,233442,102229,85747,65081,32076,11090,61711,0,103734,81574,0,77214,317190,77192,190838,0,1215919,126846,69067,0,0,0,37833,27024,17931,0,0,124756,634945,1182686,0,0,30457447,0,0,0,0,0,0,0,5867582,43491,400666,548050,206947,478210,193694,92513,41878,430766,0,346281,0,344210,85417,0,203648,83081,0,57705,480446,2069323,2473284,906722,0,25169,0,100907,0,135686,20795,0,452913,87024,43744,51262,0,17852,0,278614,13848,38270,29878,24231,544528,16788,29739,22346,59488
X2_12262,2,54207,823808,299350,0,55273,25610,15503,11685,81894,1151659,98850,0,239590,112135,88811,63413,43169,11447,62675,0,539137,93901,0,95301,334023,94841,250827,0,1145811,147213,57529,23978,0,0,47897,56165,23666,0,0,122166,707640,1098843,0,0,27103142,0,0,0,0,0,0,0,5973531,41663,287336,461394,177863,292751,164273,82523,41296,341818,0,344987,0,300467,79330,0,187625,75594,0,57476,477600,1490417,1896279,1029280,0,18442,0,106917,0,92368,18266,0,296580,88835,32221,60860,0,14120,0,294576,9694,33528,25617,20990,393665,13101,27748,15075,167083
X3_12262,2,50963,1274815,440776,0,81124,0,17213,15533,109726,427100,147082,0,114875,102280,75247,74879,40025,19782,144913,0,114606,120843,0,107756,404270,118034,306420,0,1267725,161959,72989,0,0,0,45749,34772,19153,0,0,331796,1145543,1210160,0,0,31743811,0,0,0,0,0,0,0,6216362,48183,662371,774652,240120,795035,252263,110498,62643,421964,0,997291,0,383370,58972,0,244564,251022,0,139007,597494,2079816,2549485,1092310,0,27429,0,133014,0,125748,26561,0,1050771,105919,57858,85436,0,20867,0,327811,14373,40448,31540,30347,480020,19870,37269,33953,90942
X4_12262,2,52436,1581027,635185,0,134747,0,27108,17593,58388,702237,270143,0,118307,282822,237773,172005,45582,63174,219605,0,62436,132346,0,137549,355254,110311,439839,0,973137,172776,74411,0,0,0,44851,56305,17146,0,0,610875,1275490,1046922,0,0,25736835,0,0,0,0,0,0,0,6483750,43169,761004,855067,222871,1069103,285155,114099,62449,337627,0,1296264,0,296686,135380,0,298292,314267,0,172661,514521,1749462,2461075,1435069,0,26771,0,133135,0,95445,40815,0,1289880,143191,69287,100982,0,22099,0,439749,12489,31929,41736,33339,348716,24518,46657,19037,36227
X5_12262,2,59833,1549060,619205,0,86904,23340,96147,19616,92907,918393,203161,0,324904,185026,184210,154953,52890,377682,141160,0,944093,135684,0,108579,350497,79798,178934,0,1577140,159115,83050,12053,0,0,42950,53019,17700,0,0,405584,1099712,1375019,0,0,38805256,0,0,0,0,0,0,0,6223087,46412,318011,712484,218439,300273,236031,110400,45580,544258,0,1236303,0,404774,85879,0,290167,362551,0,187603,635195,2366068,2781385,497204,0,28475,0,104542,37517,153126,23106,0,1566541,54586,95266,56783,0,46389,0,598035,17634,59371,33085,19886,468423,22950,24037,15519,26114
X1_12269,2,70502,3959165,434103,0,103027,20958,30150,15932,25211,761312,84496,0,219897,91887,131423,74488,46031,128700,158200,0,0,83970,0,53872,285394,80014,183922,0,1153596,114822,67003,16630,0,0,49260,28245,26119,0,0,505786,652877,998395,0,0,29238109,17784,0,0,0,0,0,0,6168740,42996,352212,539801,202947,392945,179430,90118,34447,449427,0,496049,0,356309,90269,0,163206,144382,0,76109,528711,2247948,2727469,380780,0,29311,0,101535,111976,168385,17610,0,583689,31312,46558,34915,0,0,0,170132,12962,60483,22914,19299,696869,42988,38808,33195,0
X2_12269,2,61236,2195628,833690,0,123960,0,36506,20090,88342,591523,183546,0,195162,129686,152484,110892,40045,56521,305506,0,0,108746,0,65142,365909,102477,254276,0,1261482,137521,86393,23650,0,0,44434,30678,34734,0,0,637102,971212,1208218,0,0,33073130,0,0,0,0,0,0,0,5436282,53039,809225,859063,225830,944586,278164,117603,57157,487902,0,615002,0,408614,84981,0,226697,180513,0,91680,659544,2320101,2799973,669216,0,29383,0,155043,42164,150313,21538,0,792586,60696,60820,49208,0,0,0,171311,14916,50710,24738,25391,549107,19051,29619,23403,0
X3_12269,2,54168,4347966,881426,0,121295,0,85833,44730,21967,666776,134981,0,212051,209272,158890,129509,36634,213602,156626,0,0,221278,0,69073,328897,91152,191831,0,990795,128566,69334,32877,0,0,43594,31150,27069,0,0,917373,2036574,867528,0,0,24985109,18268,0,0,0,0,0,0,5638670,45955,447810,1212412,183306,232936,375956,84368,56997,380728,0,877128,0,362131,84412,0,336829,306099,0,139878,530802,1877590,2318828,447985,0,23868,0,103796,45138,116744,23302,0,1269032,44831,76323,25703,0,0,0,172799,12866,40925,33387,19640,421728,26884,28729,24336,0
X4_12269,2,56203,2313638,931028,0,137026,17364,66575,23382,11794,735813,62315,0,232794,141096,162120,123609,43864,200525,171767,0,0,121219,0,64405,337986,85573,219442,0,1042285,108026,60821,34980,0,0,43425,28951,26618,0,0,871141,971373,940956,0,0,25899084,15031,0,0,0,0,0,0,6213388,48731,290083,612759,170136,205460,215677,80065,35395,364099,0,456986,0,365872,95338,0,202060,137323,0,71918,437140,1992235,2856089,328070,0,24037,0,71127,36799,121724,14568,0,640050,27047,49472,47261,0,0,0,174298,13510,44662,23929,13651,493648,23794,23033,40816,0
X5_12269,2,55385,3852865,624958,0,81026,13736,31068,19717,24881,578492,128908,0,147746,143791,93781,78257,36934,73735,122856,0,0,139556,0,59867,305010,89095,128445,0,1014280,118193,59868,24770,0,0,46147,22743,24610,0,0,385878,1332384,926057,0,0,25361324,20831,0,0,0,0,0,0,5479590,42674,462778,787919,148026,379311,258066,62922,42314,343569,0,477035,0,327405,84193,0,228360,144128,0,73471,486780,1648736,2248436,286391,0,20545,0,80245,49842,116495,14284,0,667915,25502,51500,50008,0,0,0,174482,9440,35815,22955,14928,420399,23567,19661,18801,0
X1_12283,2,56910,1360062,428374,0,48534,12925,0,40484,74629,1155524,70364,0,244235,915359,67134,39084,31376,42323,123039,0,0,183302,0,65840,275796,92381,148537,0,1144637,173215,71738,37087,0,0,43423,61777,43882,0,0,6310028,1534363,984341,0,0,29070928,0,0,0,0,0,0,0,5813014,49054,383214,1122522,145973,181883,336454,78305,61540,425497,0,301618,0,348364,68454,0,276363,27706,0,66250,590383,1674495,2100186,1210122,0,29986,0,105766,41806,127320,35916,0,3011733,113033,95629,99380,0,0,0,174794,11723,39905,31267,38490,432380,24537,47624,17256,13988
X2_12283,2,45090,1404527,366962,0,54543,15426,0,33097,28966,1033863,53854,0,164229,481450,76243,48512,31728,89941,156625,0,0,112159,0,52821,252509,91928,184077,0,935992,107827,74240,24581,0,0,44145,48788,40807,0,0,5854010,895183,849342,0,0,24490136,0,0,0,0,0,0,0,6518670,48590,305503,805355,179936,219080,252128,88655,41608,432190,0,360108,0,354893,73132,0,223553,80939,0,81213,532537,2155972,2346804,435338,0,34377,0,77124,39128,157919,32271,0,3269044,42157,92946,45651,0,0,0,176145,14082,53838,23868,16152,588632,23438,33492,31384,47117
X3_12283,2,55909,2574959,483426,0,76276,0,0,33247,53445,1022036,148808,0,229412,1724363,69441,42919,29912,39544,237374,0,0,131183,0,65336,279833,93484,170241,0,959808,161804,60671,36793,0,0,42714,71520,53889,0,0,8565542,1217615,946920,0,0,25866405,13421,0,0,0,0,0,0,5033206,44881,399539,901286,149438,283446,290767,72464,60801,387460,0,422978,0,316437,61083,0,205644,31406,0,92201,583333,1590319,1997773,700867,0,27838,0,100427,40575,119797,36583,0,5113540,62899,123378,23966,0,0,0,178136,11118,35045,22460,25583,473036,16624,38145,27935,0
X4_12283,2,50420,1102758,207736,0,35043,0,0,19140,34596,548061,70036,0,180258,1421708,85907,51279,36422,41337,245157,0,0,121698,0,80038,329969,117902,171578,0,1036873,140676,65364,0,0,0,39880,70456,53657,0,0,7129804,1134697,1003684,0,0,24955744,14247,0,0,0,0,0,0,5978415,53596,431539,886134,174037,326895,284286,76080,59372,400667,0,402624,0,334556,70612,0,243593,28967,0,90750,593493,1693250,2004990,525287,0,25450,0,93426,36729,125577,32829,0,5185717,43423,130767,54459,0,0,0,179301,11333,38767,30717,38150,518182,18649,45634,34780,15329
X5_12283,2,47466,1424128,389480,0,19208,20423,0,17520,124809,1132669,68246,0,172351,744747,61037,34563,31393,13489,158332,0,0,92051,0,57013,270327,95864,112961,0,1153263,151060,70501,19500,0,0,40484,47828,38174,0,0,3668114,825452,1072711,0,0,28737457,0,0,0,0,0,0,0,5368676,49322,500274,823337,174259,480862,261807,65726,61214,466977,0,271608,0,366904,78936,0,260534,23253,0,67783,628710,1812975,1939261,451579,0,33569,0,117717,28287,148571,33830,0,5432038,42495,142450,51725,0,0,0,179504,13675,44953,36178,40553,603694,26967,49217,29110,0
X1_12297,2,58484,1969040,351612,0,77913,10953,22403,37509,41467,1163941,131511,0,365106,581924,128242,96934,45166,193686,318709,0,0,230656,0,132358,473697,121884,372327,0,1498879,150725,82014,0,0,0,47921,121266,76861,0,0,15401321,1929958,1240603,0,0,29856952,28391,0,0,0,0,0,0,9389726,67563,388086,1221271,224985,256822,366670,110661,57336,524468,0,327644,0,426084,127045,0,420554,46392,0,75461,705529,3057939,2816691,1773944,0,41217,0,115929,33261,215301,49633,0,6135247,187395,198845,135638,0,18664,0,179633,25515,70187,55865,30014,963527,51157,59971,72685,58068
X2_12297,2,62584,1707264,434966,0,71778,12220,22605,19036,47844,882934,133067,0,195212,1120890,110981,121117,56455,172218,400424,0,0,198990,0,145372,408476,128437,370627,0,1393529,194323,82625,0,0,0,51836,123818,77687,0,0,15362415,2521115,1175945,0,0,30173256,23969,0,0,0,0,0,0,8857293,63416,530303,1118435,233011,465820,391396,109683,99148,493761,0,770394,0,363162,115284,0,438565,101892,0,177969,595501,2167559,2655058,4193046,0,35600,0,148944,28039,146502,78052,0,13723557,377447,382069,235707,0,11592,0,179867,15483,54671,49671,31873,711374,36574,53070,41820,40173
X3_12297,2,81648,1765798,358543,0,57040,0,16367,17717,175263,1210480,86308,0,322282,1531370,129662,123814,51175,86891,331448,0,0,205354,0,187020,541632,154944,288038,0,1753831,262797,97755,34293,0,0,55996,128366,71387,0,0,12353637,2796193,1611547,0,0,38356604,15780,0,0,0,0,0,0,7587932,72357,485291,1022155,260291,390235,341673,117869,91246,593230,0,521152,0,495193,118890,0,356829,73537,0,116948,773475,2558958,3056762,2392336,0,42351,0,134661,23071,170691,55461,0,7765040,213710,237568,131382,0,10102,0,180693,17269,57651,40518,38612,668533,27615,66432,41550,62768
X4_12297,2,82083,2578179,427646,0,72028,0,20379,24929,49802,996525,112682,0,410712,1857986,162349,136299,48375,107172,592018,0,0,228364,0,177350,464136,149390,424831,0,1706134,255856,99697,32032,0,0,53404,151952,84808,0,0,15385158,3763835,1578269,0,0,37443155,29793,0,0,0,0,0,0,8113588,71279,785579,1348517,261218,839997,468149,133255,110054,537527,0,669763,0,448034,136510,0,425692,88810,0,154708,742544,2349169,2838946,2628177,0,35777,0,152708,40304,158396,65354,0,9541295,220267,319692,141274,0,16870,0,181192,18666,53740,45935,35439,604987,31679,53353,31501,22003
X5_12297,2,78090,2069942,619723,0,58023,15177,19371,24361,125718,2340074,112616,0,297230,623013,89747,75864,42181,62255,330688,0,0,196898,0,128817,430778,144973,263359,0,2105509,248421,108122,34128,0,0,56521,58027,47874,0,0,3221577,2552521,1716362,0,0,47451769,27967,0,0,0,0,0,0,7982880,79550,504953,957195,293464,448886,325985,123101,73378,662992,0,316612,0,554264,148787,0,332623,44315,0,74749,984269,2621651,3637730,1519164,0,39930,0,124598,50400,184830,51222,0,3381123,133756,176234,85388,0,10514,0,187957,19678,58473,40748,32212,677575,24100,56463,30278,14028
X1_12304,2,49933,3263159,646905,0,90798,48359,19299,16323,7393,1671817,92632,0,175953,517014,114435,78381,64733,46241,271016,0,0,107234,0,74511,311438,102944,467466,0,1101353,120524,73092,32567,0,0,67739,51626,33073,0,0,2659527,1100929,888256,0,0,25638549,18596,0,0,0,0,0,0,7020585,46269,267790,452274,83734,294674,141690,80446,32604,413153,0,512729,0,282828,84392,0,159491,243901,0,557429,466870,1725765,2438783,449319,0,23844,0,111132,26981,140052,231569,0,1115825,45279,182501,105176,0,10680,0,188327,11823,48176,23380,17160,581408,30964,25845,23646,0
