SampleId,Class,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159
3b_50c,50,60868,7150,4514200,18472,873262,43659,13700,155787,629547,179607,8473855,110485,0,110365,26888,0,0,1210326,27578,73839,2337976,235869,0,0,61075,1309310,460562,11258,17991,0,0,0,28366,0,184037,30702,92931,26862,1051286,114929,226476,17418,86484,1068805,123906,355624,2686431,0,0,54141,64851,32334,92424,0,0,0,16050,651721,0,0,1009929,2703812,0,0,65378,89292,0,34488783,148531,14220,0,7003,175843,195124,56035,19796227,0,261234,571241,682219,0,34208,189388,219404,283722,0,0,73290,1096293,70224,80781,0,0,316268,35233,0,0,241470,90663,207005,99557,142426,157936,83380,57660,244234,10563309,10084907,120077,0,81190,350639,118341,216812,143721,171808,0,136226,232909,518050,58905,18007,103063,0,0,0,1872033,472496,20362,978477,65654,87360,0,198953,0,100930,73726,0,206328,0,29946,132378,0,36414,0,1650651,30190,0,85816,0,81810,171612,0,0,0,0,0,0,0
3b_50d,50,70416,9052,9175781,11586,1659326,74428,14239,195830,569392,142820,9610618,102945,0,62609,20569,0,0,1303315,26249,53856,2330224,186033,16085,0,61239,1144646,315890,10560,20357,0,0,0,27909,0,168329,31370,86784,19665,1028366,103706,238111,17711,85966,1121892,124156,401285,3863655,0,117852,55267,60156,30039,76642,0,0,0,0,487117,0,0,747000,2782928,0,0,97290,92968,0,34322487,141032,14961,0,0,212540,0,67685,19608317,0,182671,386975,706479,0,42366,143883,156123,295385,0,0,68689,1069471,75440,84470,0,0,187104,19896,0,0,234967,89881,208062,77935,84654,0,47442,60807,214329,11017604,9776996,0,0,75397,0,93068,180056,144715,163862,86007,105099,230623,494443,60236,20179,65602,0,0,0,1073360,365897,16855,1102047,0,86806,12682,185244,0,115610,76191,65224,205176,0,29310,0,37345,28355,0,1500058,0,0,103010,0,83012,124708,0,52071,0,0,0,0,0
3b_50e,50,82970,9209,5576144,33348,1031456,45967,17281,60716,450566,99649,3634327,138456,0,254311,32586,0,0,1404394,31552,74438,2522752,305750,0,0,83944,1872909,509866,14570,18684,0,0,0,34348,0,232746,36413,131581,39898,1314624,0,253859,17989,94492,1139672,138427,375793,1376696,0,1022368,76364,87400,39923,118357,0,0,0,16953,973165,0,0,1324896,3250835,0,0,129717,101398,0,33589617,162371,14480,0,0,247055,240390,0,23692366,0,335010,741332,789848,0,35675,250173,272702,330000,0,0,80904,1021232,0,98279,0,162010,524083,58009,0,0,297302,134578,295803,122566,246977,0,130891,65110,303637,11900551,10433068,0,0,81475,697724,146999,243228,125690,182277,93325,179722,238872,460347,0,0,37984,0,0,0,2667937,475276,26328,1144839,79964,98392,14073,230850,0,0,96198,82717,219320,0,32831,263171,32728,51067,0,1366586,37074,0,120781,0,93190,128659,0,64824,0,0,212133,0,0
4b_50a,50,47310,0,2383246,23680,2282666,68071,14940,502192,1021983,193127,9791848,324959,0,0,30821,0,0,498567,27353,74648,1693816,155779,0,0,37979,360079,565285,41861,0,0,0,0,152684,0,214561,59964,0,0,912274,86415,0,16644,54395,1124503,60444,283805,1040326,0,234424,0,62230,0,0,0,0,0,0,0,0,0,1618103,2684963,0,111417,55963,0,168640,31668602,117633,31265,16312,28013,122816,0,0,18844404,0,176448,529383,668074,0,0,104874,189825,241768,0,0,0,903672,0,198288,0,365866,129797,0,0,0,266694,89501,188864,108027,0,185032,0,0,267419,7886422,5966937,0,0,41032,3351104,119545,0,96596,0,0,217163,114648,352745,0,0,20843,0,0,0,162401,142385,0,779286,54413,0,0,186363,0,74385,0,0,150594,0,36896,0,42869,0,0,834541,27347,0,159302,0,65970,70733,0,0,0,0,54398,0,0
4b_50b,50,56809,0,3044245,33762,1107798,45643,20259,375033,737562,194191,11640754,321059,0,376404,36342,22781,0,555235,34651,87882,1547101,146286,14176,0,53054,492507,709278,62076,25822,0,0,0,317459,28452,246939,75611,102201,39133,887404,93719,323528,16828,69685,1176887,85073,278368,481753,0,168348,0,72269,34198,0,0,33846,0,0,0,0,0,2162237,2908568,0,0,88418,0,91641,33814123,116729,18375,17661,0,0,187132,0,21663327,0,254841,662435,633687,0,0,157403,230222,238065,0,0,58057,883526,0,235283,0,271263,234175,0,29364,0,284320,99121,172500,119941,0,195518,0,0,339682,8060118,7068587,0,0,41969,968190,132014,0,98879,91392,0,103078,153238,355449,71533,0,0,0,0,0,210229,144157,16061,1142000,0,74884,0,229324,0,91182,53087,0,175216,0,35296,48260,0,21962,0,854124,0,0,146218,0,57407,61047,0,0,0,4521,0,0,0
4b_50c,50,70641,5081,3138862,0,2085055,54943,32278,337420,1017818,155006,11033911,327846,0,241182,0,20956,0,645540,28288,82776,1597931,134119,14032,23927,42684,453324,585252,47918,0,0,0,0,220877,0,240686,75421,0,0,814293,102140,341388,17980,60816,1142918,0,295908,1182027,0,0,0,67455,0,0,0,29634,0,0,0,0,0,1932840,2545164,0,139620,0,0,200034,32806372,139352,24614,15351,30591,0,164240,0,16220768,0,201821,567926,665301,0,0,123419,201741,244979,0,0,70949,811398,0,241322,0,351023,169118,0,0,0,262781,90951,0,107697,0,169916,0,0,203003,7726397,6551463,0,0,41302,1337109,120236,0,96022,117327,0,112102,147634,329060,0,0,0,0,0,0,148248,245791,20263,1149792,44664,75522,0,186003,0,94984,51772,0,148480,0,0,0,0,0,0,772362,0,0,154783,0,55572,0,38459,0,0,0,314326,56372,0
4b_50d,50,64515,5955,2757332,0,989120,28067,23899,144289,753691,139506,10847734,304813,0,219783,0,10683,0,950002,35210,51086,1514647,155786,16051,0,50014,547293,628509,22138,0,0,0,0,180478,0,241766,0,101442,29416,922684,83811,368010,0,67320,1335001,108741,336651,1171336,0,583509,45274,0,0,84010,0,0,0,0,0,0,0,1652017,2899762,0,0,69281,64463,0,38479953,124988,0,11739,0,0,187168,0,16684312,0,162485,393906,729194,0,0,126234,153643,266890,0,0,76557,1012816,0,202499,0,384866,141563,0,0,0,245954,0,195650,95414,0,166054,0,0,240210,8291965,7844693,0,0,59672,482564,99702,0,98512,0,65216,88149,140965,358937,49036,22581,0,0,0,0,177674,242193,19931,1102887,0,83930,0,181841,0,78290,55289,0,163890,0,38885,0,51725,24059,0,954189,29882,46501,244444,0,83991,89714,35895,45597,41910,11836,136831,35663,11743
4b_50e,50,68242,6522,2759815,24722,1976464,67276,15725,327256,726011,130057,14801069,285824,0,154216,0,0,0,598470,35129,92688,1451157,124321,15708,45703,40996,424481,470022,57488,19753,0,0,0,188453,107312,235364,73718,107312,8036,894478,63057,312642,24102,62577,1435055,65637,367221,946191,0,158507,72210,64636,34427,52256,0,316381,7848,39721,0,0,0,1541335,2876567,947870,1946577,55217,59336,259455,39244338,124942,44057,11795,41652,113591,117877,66156,14522898,39848,179851,459884,628075,0,0,97875,189163,271625,42736,32204,67362,1075772,74720,205480,0,230890,147225,0,16719,0,258441,79718,134069,102205,0,195994,15125,0,235785,8294925,6997087,0,2422660,53461,3103089,113646,0,109057,110979,54662,194183,150937,377691,57596,17883,2933,0,0,294806,155425,323685,18199,1076726,56218,59603,12564,190387,0,56854,57403,68489,173024,0,45320,18381,71442,22221,0,910951,32517,33800,166356,0,88017,65926,32438,36039,37196,9276,2591,6130,4770
1b_30e,30,77629,0,9520184,0,480729,0,17573,17341,172919,56334,2504954,0,0,51151,0,0,0,347727,30237,93715,573846,115769,0,0,0,451573,148633,0,0,0,0,0,18271,0,105718,20296,76399,0,381836,97923,88193,0,37539,1337951,52441,124653,0,0,11832,22483,33656,0,0,0,0,0,19147,121000,0,0,1397849,2392112,0,0,22983,0,0,44630103,46539,14034,0,0,0,0,0,24135538,30326,220690,711209,479567,0,0,189501,235452,146604,0,46430,0,967396,45710,0,89120,142380,276496,30018,277369,0,518558,57433,225902,0,122472,156507,68784,0,700778,5235109,5368103,0,0,379762,0,126669,0,323445,61894,0,90415,390465,434819,0,0,22969,30159,65562,0,1345392,378833,0,49199,0,0,0,386565,71922,0,40777,0,123758,0,0,0,0,0,23193,942752,0,0,72854,134933,74610,68539,0,0,0,0,0,0,0
2b_30a ,30,38557,0,4198909,0,613525,0,5852,9326,203464,94896,1666884,33169,0,40247,13796,0,0,516282,0,0,4873743,1545911,0,0,29018,265122,443434,0,0,0,0,0,28133,0,128414,26313,0,18139,121549,0,0,0,18763,448934,26043,89491,0,0,43416,35202,33616,0,0,0,64119,69329,0,0,0,0,2208693,683203,38521,0,66042,0,0,22278286,56553,0,8368,0,0,111938,0,13942872,0,385218,1338932,486246,0,0,338103,363687,0,0,80146,45746,462512,0,0,0,197912,199697,0,0,0,77026,179911,305568,137211,0,0,45498,0,122487,2783377,4199230,0,0,43203,645821,202192,0,58126,0,0,0,151273,269539,48120,14030,36172,0,0,0,748764,586787,18093,1395868,0,0,0,84986,0,125476,0,23840,0,0,28306,0,0,44244,0,850072,26329,0,133424,0,79971,67213,0,0,0,0,0,8128,0
2b_30d ,30,33260,0,7275141,0,913159,5077,4366,11757,298498,109563,2946914,30819,0,36699,0,0,0,526242,0,0,3882969,1145071,0,0,0,226518,302509,0,0,0,0,0,24391,0,106573,0,0,13070,86268,24899,103178,0,13885,402176,0,72904,327379,0,77437,25296,0,0,0,0,39979,45315,0,0,0,0,1903305,561305,0,0,54720,0,0,20663402,64534,0,0,0,58129,96564,0,10820816,0,305033,1000845,279405,0,0,289014,281055,139662,0,0,0,444565,0,0,0,220052,147932,0,0,0,0,157808,360219,105250,0,0,35573,0,115542,2561550,3925166,0,0,33851,499557,153890,0,52305,0,0,158387,137257,253944,38387,0,0,0,0,0,637731,457883,15914,1334510,0,0,0,73404,0,97450,0,0,0,0,0,0,0,29410,0,740537,0,0,0,0,64830,61022,0,0,0,0,0,0,0
2b_30e ,30,42994,0,4578953,0,553310,0,5500,7819,322988,153948,2911997,0,0,66121,12083,0,0,537336,0,0,4882192,1634437,0,0,0,266336,499177,0,0,0,0,0,25491,0,134931,26263,56521,10488,135344,0,120918,0,17198,520792,24641,88665,233542,0,174033,47755,33513,18254,0,0,60032,68811,0,56241,0,0,2399639,773624,0,0,87400,0,0,24694553,73163,0,0,0,80377,123295,0,15611809,0,390959,1347400,728456,0,0,403595,372093,172244,0,95724,0,489377,0,0,0,228183,272117,0,0,0,0,192683,409376,154768,0,0,81921,0,139101,2923093,4287814,0,0,46506,833910,220988,0,68522,0,0,255923,167557,272927,45307,14799,43061,0,0,0,1189219,576157,22233,1582600,0,0,0,95187,0,182507,18708,0,0,0,0,0,0,33606,0,833855,24578,0,119005,0,81770,63294,0,0,0,0,0,0,0
3b_30c,30,59137,10016,6780869,16967,1150017,66299,8093,71886,537282,261101,5556068,75972,0,100946,25917,0,0,1065714,20895,59298,1652394,146012,0,0,94187,538099,426705,10383,17639,0,0,0,19305,0,151656,22316,72118,24587,713521,90866,167734,0,45920,896467,78285,236714,3093665,0,121811,64820,49158,0,52227,0,0,0,0,0,0,0,1065513,2190339,0,0,91540,0,0,26610042,81340,15631,0,0,91054,0,0,9680278,0,169910,424504,440261,0,24525,131677,158743,165024,0,55885,46995,652582,50666,0,0,150517,233931,27373,0,0,194178,64395,137199,92665,53888,0,49604,0,215107,6164702,5334532,0,0,55699,512822,106804,110658,90998,0,0,130988,160542,355660,62518,0,0,0,0,0,510105,309003,11938,687279,42751,57287,0,153063,0,58809,35828,0,117317,0,19048,0,0,24938,0,959594,0,0,94840,0,64026,43543,0,0,0,0,0,0,0
3b_30d,30,74807,7519,4594177,29376,1111001,71639,10995,98759,619129,260591,5391308,98390,0,173043,28234,0,0,1097647,26447,60376,1573771,171531,13501,0,103117,616687,507009,13042,0,0,0,0,21193,0,165013,0,85165,28299,903630,106783,179412,0,62469,961243,90878,262761,2190148,0,152190,69488,63024,31096,0,0,0,0,0,103587,0,0,1064854,2527260,0,0,125786,0,0,28299352,114623,11774,0,0,0,168040,0,8286101,0,203263,480304,518072,0,30653,149238,190088,188961,0,56521,0,752361,0,0,0,196563,329065,36341,29850,0,226416,77149,145148,107485,90824,124823,82236,0,283437,7492625,6540443,0,0,65232,571211,127293,82456,92536,109577,0,138834,230059,371283,64014,18819,0,0,0,0,646906,244980,13399,625489,0,58940,9297,190517,0,94292,48631,0,123756,0,0,0,0,27816,0,979697,22103,0,113139,0,68007,55472,0,0,0,0,0,0,0
3b_30e,30,68929,7711,3343974,29156,635239,49098,0,92813,391447,147351,5808905,104430,0,151195,28913,0,0,1289206,0,78064,2168444,180568,0,0,120760,650507,516091,0,0,0,0,0,23792,0,178880,0,99624,25658,890857,102656,215877,17620,50573,1000360,88963,275072,0,0,747408,83324,65721,32795,87671,0,0,0,0,98717,0,0,1097767,2550250,0,0,138225,0,0,29527635,94119,20133,0,9807,0,0,49305,7410286,0,179583,401055,523687,0,37926,143232,168303,218389,0,63725,57365,769012,0,98505,0,201012,228046,26696,0,0,244789,89417,134091,91033,63542,130422,57336,0,237442,8005449,6355008,0,0,79684,547857,109808,0,115619,119601,0,147537,194685,420500,71777,0,0,0,0,0,591635,200140,10963,791271,0,0,0,200037,0,111549,56453,0,159968,0,22115,0,0,28341,0,1232189,20916,0,121066,0,72503,105917,0,0,0,0,0,0,0
4b_30a,30,55479,6095,3340086,45265,1039970,33230,26877,82034,1058936,148470,9817459,252619,0,590795,0,0,0,944417,0,69752,1251424,214821,15655,0,74699,637250,1012372,0,0,0,0,0,245002,0,332677,68577,0,0,849317,88442,305087,0,58873,1004897,42218,282368,0,0,401956,62513,73638,0,0,0,29082,28970,0,0,0,0,3883740,2949407,0,0,96938,0,34878,31601318,89981,0,27297,0,0,0,0,14455425,0,347471,797280,568246,0,0,230810,274514,258265,0,0,0,778038,63078,155501,0,468201,297125,0,0,0,239230,83593,0,117498,0,169690,50923,0,230770,8052283,8013472,0,0,67740,1396869,140846,0,98685,0,0,0,95997,379011,0,0,0,0,0,0,424310,327147,0,1371995,0,84495,0,203536,0,0,50839,0,175491,0,35469,0,62785,21607,0,1085168,0,0,152696,0,0,81130,0,44471,73341,0,0,0,0
4b_30b,30,69070,5850,3650819,41413,1062277,32750,25207,50327,610328,214174,11219940,285756,0,564417,41824,13596,0,986769,37471,71711,1315303,294375,15267,0,84327,628589,1115081,0,0,0,0,0,217304,18363,306636,72480,112656,55482,940861,65498,334055,0,68995,1150918,68995,333476,1826620,0,752132,64442,89001,40968,82106,0,20749,0,0,0,0,0,3781523,3103845,0,0,85211,0,0,33516730,80486,7205,25710,0,0,0,66987,13618795,0,373964,912914,674012,0,0,305858,283195,300665,0,0,61846,899998,0,169771,0,521403,268022,0,0,0,301477,0,209987,113435,0,193011,42232,0,237759,9596164,9541587,0,0,78975,702884,133440,0,110619,116513,0,91343,107384,425969,0,22126,0,0,0,0,503149,291054,0,1544102,0,105497,0,242755,0,123429,48674,0,210428,0,39316,33372,70104,0,0,1261496,44793,56327,339949,0,68329,80885,0,71110,0,0,0,0,0
4b_30c,30,60048,53160,5272253,328129,1828228,61904,44676,62906,665970,299220,9064630,213718,0,761605,32766,15388,13823,719978,293134,105795,1151988,163833,13771,10685,68031,577827,1137954,27829,16382,0,0,0,220984,89668,436612,70547,89668,7569,562507,86877,254645,18699,46630,1031018,51358,271175,904684,0,219463,55513,62222,30775,65877,0,33566,8122,10301,0,0,0,5041239,2544093,781737,1764281,75481,54760,64480,31672605,73693,13954,36491,11328,57549,172193,61127,10002082,28084,473962,1033516,486428,0,0,267389,331877,216715,39004,46094,52276,751702,68024,98508,0,379785,434081,0,15241,0,216624,53108,211453,123557,0,145236,53577,0,244857,6825709,7091190,0,2419341,43321,1548091,134937,0,97847,91033,49273,136749,108391,342211,75190,19788,3100,0,0,128932,459308,362664,19721,1381401,37297,72072,5138,172398,0,64083,30461,35799,129703,0,33381,25860,63878,22619,0,841854,35713,27652,111450,0,72963,78153,28245,37655,32777,5080,24069,18306,6354
1b_20c,20,115609,6044,9940324,0,697841,29860,16284,49060,78404,87724,4048152,0,0,210697,19039,0,0,885325,51729,199483,1044352,151345,0,0,34858,867208,430727,0,0,17543,0,34839,41227,0,179664,40057,155852,23229,772610,121461,288568,32708,38412,2386753,74068,169391,0,0,0,47472,65094,0,68572,0,0,0,0,190557,0,0,709749,3688134,0,0,55116,0,0,53243439,70199,16165,0,7297,0,0,38606,17467744,0,195014,608136,653509,0,0,137069,205521,222162,0,0,0,1114807,76158,0,67781,25357,307909,33925,490999,0,543432,0,192398,0,170503,268284,88275,0,670251,7610574,5964449,0,0,822633,0,104403,0,404238,79193,56535,61853,298408,605163,39288,0,0,0,64935,0,1138395,104683,0,51544,7284,16900,0,414331,0,0,73888,0,206671,0,0,0,0,26288,21222,1354755,0,0,98526,102578,48559,63674,0,0,0,0,0,0,0
1b_20d ,20,73533,0,8737805,0,763428,16302,12151,30067,58980,69466,8098415,19275,0,113948,0,0,0,247771,18479,75985,371390,47337,0,0,13150,347626,181651,0,0,0,0,0,9324,0,103889,14218,58683,0,269316,0,89529,22925,21543,1056354,37392,81448,0,0,0,19793,28484,0,0,0,0,0,0,70685,0,0,895610,1702129,0,0,31643,0,0,35151348,80033,14970,0,0,0,61604,21533,9993110,31845,209516,738164,291655,0,0,162490,209176,118528,0,0,0,666392,39944,0,87391,30363,268454,29302,163442,0,412992,61647,222345,0,109322,108887,66718,0,532417,3451210,3242855,0,0,271314,0,105341,103188,241290,45153,0,58390,285853,306959,26742,0,0,20546,57668,0,904003,175963,0,28257,0,0,0,245875,39322,0,19360,0,46604,0,0,0,0,16593,0,621785,0,0,59266,48679,36140,26719,0,0,0,0,0,0,0
1b_20e ,20,85127,0,11466017,0,793611,16984,13646,29152,67814,52192,6077656,20483,0,75269,0,0,0,308388,20914,69119,386837,53976,0,0,8671,341214,145206,0,0,0,0,0,15970,0,94325,15460,50385,0,265552,81684,91871,19673,23965,1074064,23170,111625,95962,0,0,0,23600,0,0,0,0,0,0,97058,0,0,850311,1766946,0,0,19589,0,0,36961314,56388,12846,0,0,0,0,27606,8531782,0,206816,694945,397270,0,0,183211,202130,153710,0,40317,0,939401,0,0,105413,38578,295937,31059,171488,0,441961,53800,222477,0,141349,149143,86160,0,505064,5106169,4215870,0,0,403297,0,101549,120785,333337,62381,0,0,273717,430565,0,9685,0,0,55820,0,1103089,107112,0,38420,0,0,0,287008,43338,0,0,0,80451,0,0,0,0,21919,0,865127,0,0,65298,67253,36726,17437,0,0,0,0,0,0,0
2b_20a,20,56668,3474,8750546,0,519746,13849,10781,36372,208194,171408,7697472,0,33510,98547,25074,0,0,1211628,28100,0,7409992,1517354,0,0,87820,634505,635656,0,0,0,0,0,67176,0,140480,56353,0,28221,260907,33649,344297,0,26994,1226122,0,134542,726685,0,28900,0,59690,26742,63917,0,149965,184784,0,0,0,0,808266,1513590,0,48134,151851,24563,0,37189287,102470,0,6798,0,187650,137200,0,20369798,0,194194,602337,443555,0,0,140861,180299,218213,0,40354,0,741266,0,93882,0,79174,117207,0,26190,0,126783,112776,0,73511,0,0,30642,0,0,4722211,6422802,0,0,46480,0,104032,0,74879,0,0,95089,280472,442137,56420,20342,0,0,0,0,366351,163288,0,2035388,0,0,0,157857,0,183198,31263,0,128081,0,30647,0,0,0,0,1389965,30887,0,107832,0,67854,142696,0,0,0,0,218396,16517,0
2b_20d,20,74198,0,9269061,17596,1108063,25693,0,76887,269560,159413,12712122,0,33563,113555,24627,0,0,964063,0,0,10862880,3335290,0,0,100645,764180,581482,8804,0,0,0,0,63808,0,150680,54003,0,28084,248791,42345,278406,0,22625,1101120,22625,139343,830430,50109,0,70178,46798,26177,0,0,141704,178057,0,0,0,0,975680,1200450,0,0,115251,27300,0,33512558,121026,0,0,0,276678,0,0,20290468,0,190576,591785,497029,0,0,136395,184107,201862,0,39135,0,664896,0,0,0,91215,163716,0,0,0,111843,72151,189571,89058,0,76809,40698,0,187863,4116648,5236429,0,0,63387,234295,108766,0,69928,0,0,89029,258202,442225,58160,0,32371,0,0,0,476807,266260,13805,2020648,0,0,0,125028,0,163522,22992,0,107585,0,0,0,0,21547,0,1351616,0,0,97275,0,55453,127460,0,0,0,0,0,0,0
2b_20e,20,0,0,4198185,0,1019876,14676,0,0,21581,19743,0,0,0,0,0,34292,0,0,0,32426,0,1625746,12052,0,0,27825,562610,18833,14653,0,0,0,0,0,144753,0,141723,0,1329840,0,0,0,0,32468,4558,4479,0,0,0,0,7725,0,0,0,0,0,0,0,0,0,866688,41119,0,0,0,0,0,128708,0,0,0,0,0,0,0,1693,936,184743,349250,7719,7207,1356,113380,131294,13570,0,45335,26478,19749,348,2673255,0,150,196085,0,9045,0,322,95309,109257,51248,0,1720,5195,0,10206,5109,6808,153,188,1237,7953,64837,0,4511,3231,391,34836,8457,47618,80918,18396,61051,0,0,0,36165,32128,1473,622663,550,7973,3168,691,0,10857,177,209,5912,0,5401,0,1059,5460,0,93803,1312,2044,35433,0,11064,66607,26341,1292,1461,18087,3493,37401,13010
3b_20c,20,66980,7873,2916708,35773,1197204,81633,22710,100065,1586413,123504,9840038,102972,0,307138,28706,0,0,676684,27860,71728,1083873,305992,14464,0,91054,472595,452024,0,0,0,119582,0,23466,0,239531,0,81349,32417,722500,0,225347,15145,57236,1019917,84852,289401,1457993,0,583691,62856,69438,0,72238,0,0,0,0,111426,0,0,1875924,2235939,0,0,105056,0,0,31830019,146251,0,0,0,0,0,0,18331378,0,259811,564262,472718,0,0,348137,252146,184552,0,60512,0,842482,65727,0,0,1423230,225552,25841,0,0,231392,90365,157117,114439,65482,0,0,0,269544,7102723,7294349,0,0,56042,388076,130404,139315,104460,91795,0,166917,172174,468445,0,0,27380,0,0,0,737427,328825,15460,870873,38360,0,0,194254,0,70586,40980,0,151311,0,0,0,0,38473,0,1414798,25841,0,85152,0,97532,105038,0,0,0,0,0,0,0
3b_20d,20,73090,8284,3101710,33774,875090,62730,23255,99142,1493481,111205,14440340,104803,0,286607,27835,0,0,916270,33253,72059,1234323,260091,16706,0,96772,481990,424673,0,0,0,113497,0,23269,0,243225,0,82359,33256,886424,68841,271257,16250,71098,1226079,71098,355265,1489118,0,604872,70633,74412,33541,79187,0,0,0,11081,119974,0,0,2166798,2591990,0,0,139760,0,0,36850310,148327,0,0,0,107954,137580,58495,21159172,0,264873,639964,567514,13633,17623,269845,267631,245686,0,53420,68017,959734,68270,115095,0,1241318,206796,25122,40109,0,286068,104570,172163,121830,54824,0,52784,0,326438,9305463,9214099,0,0,70311,369259,140225,0,121446,0,0,147807,175558,460794,0,21538,26517,0,0,0,739502,391537,21685,976102,49579,0,0,231939,0,91009,58268,0,169771,0,0,129051,27358,34326,0,1336555,29578,0,147495,0,118522,117731,0,0,0,0,81453,0,0
3b_20e,20,74304,8076,3302106,36534,630601,55457,13228,83239,878288,74222,15046087,113796,0,289808,28960,0,0,1130867,30231,112123,1635275,257147,15182,0,121265,476408,521685,14719,0,0,85237,0,24179,0,222519,0,100275,30265,919520,0,246831,0,53030,1258887,99048,304324,0,0,732456,89442,74484,35045,77065,0,0,0,11885,88959,0,0,1877429,2901795,0,0,152747,0,0,36446236,143337,19388,8101,0,0,140272,0,21786968,0,248296,731530,525473,0,0,264899,238710,203196,0,70335,71626,883481,70288,78266,0,1230681,247885,26665,0,0,326900,109153,178644,122847,67392,146076,70516,0,367397,8034234,7215256,0,0,56328,318490,141348,138865,116693,0,0,184576,225326,479187,50602,20511,33744,0,0,0,758703,354337,19879,863665,0,0,0,249345,0,108815,53750,0,154099,0,23529,150847,28639,40078,0,1294341,23493,0,112292,0,114773,85689,0,0,0,0,48045,0,0
4b_20a,20,0,0,4714356,16081,1194889,68344,11929,177920,411977,284228,21691721,179389,0,100390,29712,16601,0,530763,0,64409,921232,89288,11023,17251,71840,285172,754100,40228,0,0,0,0,170411,0,143835,41084,83537,0,493529,0,232398,0,31216,619208,52316,183438,811424,0,81690,65071,60746,30755,39642,0,25132,24860,0,0,0,0,911110,2108797,0,81894,105406,0,105077,19978617,41222,17873,0,16614,0,128698,0,8871792,0,136990,502275,822616,0,0,64547,161416,183681,0,0,0,461403,58221,0,0,93756,90343,0,0,0,176401,0,159568,86521,0,142487,0,0,184865,5713273,5619146,0,0,41539,1060767,110279,0,79392,63092,0,0,66879,281349,0,20025,0,0,0,0,94536,78749,16745,1475130,0,0,0,141227,0,67829,0,0,116134,0,28852,0,63313,14951,0,856651,40110,0,112605,0,50012,44746,0,0,0,0,0,0,0
4b_20b,20,58326,5206,2609074,0,541715,34133,10624,98736,189756,164099,14858641,90623,0,0,0,15848,0,654261,0,64285,957306,106020,0,0,91640,277898,937276,0,0,0,0,0,164563,0,141702,0,94786,0,474665,64487,269169,0,31983,693434,30218,170183,0,0,0,67179,0,32872,75996,0,0,45320,0,0,0,0,828054,1995319,0,35409,115931,0,39769,20639220,45078,8135,9505,0,0,0,0,9210485,0,140312,590075,341407,0,0,57928,163622,0,0,26864,0,439859,0,171469,0,78104,132733,0,0,0,168771,0,173416,88252,0,118554,0,0,228366,4851932,5196392,0,0,32453,777240,116285,0,72457,0,0,88050,71954,295568,68149,22824,30693,0,0,0,99619,307117,21812,1413998,0,0,0,147076,0,91217,34316,0,123273,0,0,0,60061,18081,0,828652,36500,0,99763,0,67824,80071,0,0,0,0,168748,0,0
4b_20c,20,58545,8434,4995976,21209,1640499,62962,27890,180518,627514,278070,16240038,202670,0,187494,28652,0,0,613880,0,89096,1166973,116397,0,0,71100,370571,1142568,44157,0,0,0,0,231539,0,0,57751,0,32382,611393,50284,286532,0,48004,859357,64268,240150,937775,0,0,0,0,0,58897,0,58907,67855,0,0,0,0,1571189,2336472,0,0,84437,56810,128855,26763208,50564,19662,11956,19549,0,95074,0,7821264,0,185995,742720,431472,0,0,101663,195521,207368,0,0,0,635101,0,70194,0,133834,143455,0,0,0,0,70284,182066,108755,0,0,22438,0,281350,6428075,6604014,0,0,36478,1363951,134166,0,93572,83207,0,132977,78762,313602,72618,19180,0,0,0,0,152292,113575,24709,1455529,0,0,0,177545,0,81820,34221,0,121806,0,0,0,0,0,0,860730,42930,0,119311,0,59240,24318,0,0,0,0,0,0,0
1b_00a,0,100604,0,4739981,0,839199,42774,30297,23923,343930,127558,1660214,71208,0,712496,18668,0,0,400203,41032,336058,1470390,219893,0,0,95366,356135,440354,0,0,39468,0,0,17176,0,199938,0,146440,31986,352831,100827,280816,52482,40762,1849977,36378,112114,0,0,54624,74518,72639,0,0,0,0,0,0,98236,0,54906,2831629,3287861,0,0,115837,0,0,46429708,45779,0,0,0,0,0,0,18516650,0,494825,1183061,378402,42036,0,204041,443504,129020,0,137889,0,656524,0,0,189678,472460,1069177,113937,333959,0,534212,0,366536,0,346651,143217,256523,0,685448,4064610,5184810,0,0,648551,0,193619,179548,294450,0,0,199161,175506,335244,0,0,52405,0,100212,0,1833509,384419,0,24178,0,0,0,295405,45773,0,43483,0,91669,0,0,0,0,76174,0,839558,0,0,47591,0,46884,59450,0,0,0,0,0,0,0
