Sample ID,Class,405,435,450,470,505,525,570,590,630,645,660,700,850,870,890,910,940,970,StdDev 01,StdDev 02,StdDev 03,StdDev 04,StdDev 05,StdDev 06,StdDev 07,StdDev 08,StdDev 09,StdDev 10,StdDev 11,StdDev 12,StdDev 13,StdDev 14,StdDev 15,StdDev 16,StdDev 17,StdDev 18
A2_12339,1,6.918051,9.311397,11.94164,15.98231,19.98797,18.82299,14.39418,30.21251,56.99588,62.04996,64.26922,71.85733,63.22009,61.58113,58.41275,52.91995,51.99155,45.98156,1.187257,1.822901,2.38448,3.101792,3.675263,3.52608,2.77724,4.113017,4.767068,4.711663,4.697618,4.719716,4.572424,4.621787,4.520236,4.317513,4.388227,4.404771
A3_12339,1,7.193498,9.83857,12.66486,16.9346,21.11563,19.92493,15.28086,31.38658,57.79868,62.7511,64.9199,72.31465,64.33761,62.78804,59.67955,54.20904,53.33126,47.36656,1.164357,1.733715,2.231862,2.862244,3.362111,3.230876,2.576287,3.77426,4.370749,4.289845,4.25899,4.242035,4.247322,4.313069,4.222636,4.05787,4.130883,4.146047
A4_12339,1,6.859976,9.414426,12.14799,16.35285,20.56567,19.38079,14.76098,31.07783,58.34192,63.3679,65.64321,72.68217,64.42997,62.84914,59.68961,54.08048,53.17724,47.08554,1.253717,1.896287,2.461185,3.180991,3.765189,3.603713,2.833604,4.301137,5.00822,4.924345,4.952134,4.813114,4.860501,4.938403,4.853337,4.66107,4.74055,4.734691
A5_12339,1,6.908111,9.53021,12.30253,16.55699,20.75284,19.57853,14.90477,31.24487,57.70715,62.61285,64.75712,72.2648,64.27372,62.71464,59.55577,53.97786,53.08114,46.99337,1.174373,1.778534,2.314715,2.992934,3.547692,3.393793,2.672154,4.016835,4.721665,4.644658,4.624523,4.613159,4.615765,4.676735,4.582305,4.383577,4.453781,4.436521
A1_12346,1,8.605685,12.24551,15.77962,20.79183,25.25463,24.01303,19.61297,35.82721,59.4788,64.27728,67.12809,75.07166,67.94858,66.40756,63.79101,58.09741,57.12541,51.82201,1.858148,2.86839,3.674837,4.59111,5.203231,5.052714,4.332091,5.661162,5.99042,5.827753,5.867768,5.664876,5.602364,5.670262,5.617388,5.365635,5.459788,5.537431
A2_12346,1,8.223341,11.81033,15.30438,20.27294,24.74838,23.50641,19.09528,35.24556,59.0948,63.96199,66.67548,74.71122,67.43169,65.89468,63.21678,57.47956,56.39671,50.73717,1.769345,2.800076,3.635486,4.627039,5.30738,5.118924,4.330889,5.846985,6.236104,6.017732,5.973916,5.681073,5.68841,5.784445,5.749832,5.574543,5.668796,5.779917
A3_12346,1,6.743617,9.309628,11.94055,15.8641,19.30724,18.283,14.78018,28.9782,51.03696,56.23876,59.54886,71.23802,61.49542,59.66188,56.95853,51.87433,50.89468,45.7749,1.488101,2.593589,3.483882,4.509481,5.204999,5.001598,4.146649,5.787008,6.380601,6.130111,6.01234,5.399059,5.524384,5.612276,5.590963,5.399406,5.486337,5.562442
A4_12346,1,6.808973,9.559572,12.31479,16.3582,19.91281,18.87588,15.30717,29.70842,51.25014,56.35086,59.64173,71.38734,62.06956,60.26757,57.57647,52.49658,51.50867,46.31462,1.383118,2.435341,3.260243,4.197418,4.814256,4.660165,3.912296,5.350035,5.81345,5.593043,5.499252,5.066483,5.146708,5.227004,5.204223,5.038982,5.125671,5.212012
A5_12346,1,7.97342,12.04788,15.8114,21.03388,25.67475,24.44401,20.16194,36.31817,59.28123,63.97272,66.62146,75.08576,68.55563,67.06946,64.39163,58.49551,57.46523,51.72746,1.744993,2.894239,3.74749,4.754411,5.443317,5.283541,4.534649,6.075503,6.457831,6.245485,6.192768,5.904771,5.868025,5.953219,5.924724,5.727018,5.836926,5.930017
A1_13106,1,7.858737,11.17082,14.26833,18.81353,22.97763,21.70395,17.38224,33.58184,57.86299,62.61532,65.10806,74.08546,65.3019,63.59949,60.34314,54.80873,53.98837,48.74492,2.090086,3.612013,4.590865,5.547493,6.109882,5.916626,5.054348,6.097804,6.004713,5.783366,5.710798,5.461007,5.571412,5.638545,5.520488,5.290132,5.383821,5.474557
A2_13106,1,7.592667,10.43285,13.24596,17.47624,21.4925,20.29887,16.20188,31.5852,56.13914,61.21441,63.67602,72.08476,63.34766,61.62346,58.46493,53.14888,52.3296,47.13805,1.85294,3.226837,4.167615,5.137566,5.782736,5.58536,4.681743,5.95319,6.096648,5.893897,5.823317,5.609101,5.616143,5.666433,5.537092,5.289139,5.368525,5.395972
A3_13106,1,7.05937,9.283541,11.65741,15.30406,18.97362,17.89213,14.1101,28.83908,54.20501,59.44422,61.90718,70.06907,61.20982,59.46899,56.3804,51.2983,50.49205,45.43869,1.619321,2.819657,3.722097,4.733832,5.434901,5.257034,4.332457,5.746746,5.805787,5.504944,5.400987,5.01317,5.271558,5.358994,5.286755,5.120398,5.212345,5.303354
A4_13106,1,7.372331,9.843289,12.39304,16.24012,20.01244,18.87514,14.94401,30.00369,54.97153,59.88426,62.27667,70.3961,61.51799,59.75594,56.65629,51.49672,50.64197,45.38422,1.754082,3.03346,3.937136,4.903631,5.498179,5.321315,4.405459,5.589988,5.548712,5.350497,5.299059,5.169867,5.069782,5.11289,4.994969,4.784179,4.866978,4.931472
A5_13106,1,7.633158,10.6277,13.54946,17.84319,21.85629,20.61041,16.31799,32.00627,56.37118,61.20585,63.64474,72.13371,63.21591,61.44435,58.1874,52.60425,51.60069,45.6946,1.853484,3.218268,4.114978,5.031467,5.527896,5.362341,4.519294,5.494272,5.411434,5.197403,5.128447,4.922996,4.909733,4.955022,4.837955,4.636848,4.704205,4.738785
A1_13113,1,7.555944,10.82165,14.05515,18.8104,23.16965,21.85525,17.43354,33.82521,58.0122,62.83918,65.57915,74.46239,65.63295,63.87647,60.85509,55.25006,54.26083,48.92791,1.301151,2.234794,2.941418,3.695652,4.166405,4.03139,3.399866,4.290257,4.458988,4.36362,4.362193,4.493305,4.35009,4.393526,4.27625,4.054348,4.098439,4.113021
A2_13113,1,7.205837,10.14763,13.14645,17.67609,21.92479,20.65753,16.49669,32.55806,57.08104,62.06774,64.85339,73.87453,64.62367,62.82818,59.83695,54.33808,53.37227,48.0215,1.302044,2.280346,3.040014,3.881364,4.440327,4.286325,3.579532,4.746514,5.130806,5.052655,5.051175,5.10117,4.870266,4.903468,4.772123,4.504897,4.554956,4.515438
A3_13113,1,7.600106,10.86368,14.09888,18.85004,23.18694,21.89489,17.46328,33.86838,58.13718,62.97106,65.68564,74.40215,65.69189,63.94648,60.94197,55.32759,54.36116,49.05774,1.284975,2.267331,3.023895,3.844808,4.401248,4.22851,3.549583,4.634542,4.880857,4.7731,4.755593,4.74417,4.68105,4.767741,4.67095,4.452385,4.50584,4.544227
A4_13113,1,7.352579,10.20194,13.16875,17.60532,21.78999,20.51752,16.38973,32.29979,56.87422,61.89111,64.72598,73.90747,64.59187,62.78889,59.79111,54.2423,53.2383,47.83743,1.211094,2.183964,2.9154,3.711376,4.196158,4.061426,3.41908,4.323427,4.262323,4.094554,4.060191,3.99605,4.024446,4.082306,4.021364,3.878658,3.935069,4.024509
A5_13113,1,7.470829,10.58913,13.75009,18.40939,22.73253,21.43446,17.11655,33.30952,57.79509,62.68398,65.46777,74.36445,65.56233,63.7856,60.72033,54.9847,54.00049,48.58703,1.268377,2.23092,2.964947,3.772501,4.281563,4.133474,3.463464,4.455916,4.625822,4.523485,4.522613,4.636693,4.474442,4.52519,4.423615,4.203117,4.252493,4.266636
A1_13148,1,6.630638,9.233048,11.77768,15.60433,19.51525,18.37846,14.12311,29.73122,55.75088,60.77131,63.27591,70.35446,61.95716,60.19603,57.79682,52.59597,51.47863,45.91392,1.2075,2.002148,2.664248,3.490294,4.153733,3.992958,3.282459,4.777956,5.449302,5.343675,5.321787,5.127172,5.245471,5.245788,5.252214,5.038875,5.075588,5.027859
A2_13148,1,6.593305,9.152422,11.60519,15.27937,18.79265,17.66515,13.70069,28.73971,52.28176,57.38058,60.38663,70.11657,60.12542,58.23456,55.73357,50.6801,49.55726,44.02253,1.136067,1.918603,2.558871,3.355303,3.938843,3.770701,3.080529,4.496313,5.264455,5.127787,5.053434,4.663329,4.84699,4.855921,4.857059,4.670598,4.699174,4.660648
A3_13148,1,6.832099,9.421639,12.01606,15.94485,19.90065,18.69168,14.29132,30.45468,57.29008,62.47765,65.00887,71.69264,62.55191,60.75009,58.24346,52.87013,51.73789,46.04699,1.115672,1.921523,2.562741,3.331921,3.892301,3.751501,3.132784,4.207603,4.241251,4.091424,4.075005,3.994367,4.243332,4.265486,4.277295,4.1091,4.151433,4.18159
A4_13148,1,6.454499,8.649175,10.83532,14.12865,17.23043,16.16847,12.43116,26.72463,50.08214,55.30082,58.56683,69.95048,58.00407,55.96024,53.31219,48.40848,47.39825,42.33561,1.238634,2.117159,2.84504,3.753496,4.389199,4.183131,3.348464,5.02762,5.989051,5.808516,5.676682,5.010569,5.322963,5.353628,5.382066,5.195141,5.241109,5.233812
A5_13148,1,6.636596,9.134712,11.58446,15.25913,18.76576,17.6249,13.5722,28.7313,52.53937,57.68896,60.67178,70.19559,60.10986,58.21257,55.6697,50.58764,49.4716,43.89274,1.076944,1.879946,2.524686,3.308093,3.858693,3.691618,3.029214,4.249848,4.606189,4.446549,4.380374,4.080141,4.409328,4.431806,4.442753,4.316173,4.35597,4.373535
A1_13162,1,6.840667,9.745067,12.47056,16.53316,20.46951,19.26781,15.05924,31.35636,55.82094,60.93368,63.95545,72.82214,62.94558,61.096,58.62797,53.22943,52.10244,46.67767,1.317419,2.138264,2.802667,3.622615,4.258599,4.083775,3.395667,4.90742,5.731833,5.635786,5.618348,5.439442,5.447729,5.476849,5.495391,5.265753,5.304368,5.257865
A2_13162,1,6.776369,9.494962,12.13161,16.06329,19.86494,18.68981,14.54534,30.68332,55.38602,60.64325,63.78196,73.25615,62.83364,60.89291,58.31479,52.7763,51.65473,46.20048,1.392682,2.271124,2.991735,3.882978,4.558643,4.371469,3.621005,5.129727,5.665574,5.429314,5.319942,4.819623,5.109111,5.160983,5.229111,5.101569,5.156015,5.200857
A3_13162,1,6.735518,9.470776,12.00357,15.76474,19.31383,18.16875,14.18297,29.67786,52.46095,57.57371,60.69992,70.46167,60.28647,58.36274,55.88698,50.66382,49.52618,44.18187,1.35087,2.213801,2.900783,3.749952,4.377439,4.187839,3.451056,5.076807,5.889453,5.769526,5.744424,5.536963,5.4387,5.460221,5.460208,5.227508,5.265882,5.232899
A4_13162,1,7.309639,10.85733,14.02653,18.61411,23.02577,21.79587,17.44477,34.33242,57.97977,62.86761,65.81626,74.77043,66.05546,64.2775,61.78638,55.95372,54.84029,49.29558,1.287086,2.056376,2.668145,3.438637,4.041533,3.897421,3.322948,4.653786,5.256021,5.183076,5.202847,5.16059,5.252413,5.279228,5.30143,5.067383,5.10994,5.053766
A5_13162,1,6.55957,9.02612,11.43383,15.09118,18.63997,17.51563,13.52864,28.88239,53.17244,58.40477,61.55511,71.47965,60.40756,58.39717,55.7833,50.34873,49.2011,43.68252,1.300677,2.155594,2.849726,3.695322,4.302886,4.119462,3.385445,4.833491,5.453168,5.31229,5.263023,4.948755,5.029942,5.059982,5.092621,4.920433,4.972736,4.987153
A1_13169,1,7.169173,9.937429,12.56292,16.48244,20.13191,18.95016,14.89772,30.91804,54.12804,59.36805,62.70156,73.30907,62.97431,61.07781,58.52704,53.14594,52.09937,46.86295,1.477561,2.206183,2.850708,3.695184,4.348853,4.160211,3.424341,5.132133,5.813344,5.600775,5.486836,4.849575,5.094656,5.150188,5.224541,5.124599,5.182156,5.231294
A2_13169,1,7.167565,10.17371,12.97483,17.11584,21.00261,19.8321,15.77326,32.11586,55.21036,60.23465,63.50487,74.18639,64.26027,62.32771,59.6695,53.83542,52.71904,47.19362,1.331575,2.013375,2.592296,3.334417,3.913161,3.76965,3.180709,4.540515,4.984169,4.802922,4.707474,4.2428,4.437508,4.495229,4.571176,4.488304,4.555681,4.689723
A3_13169,1,6.909534,9.666121,12.30214,16.23796,20.01807,18.867,14.80116,31.02893,54.87158,59.97569,63.19763,73.55011,63.25111,61.32837,58.71515,53.17497,52.12994,46.8529,1.39463,2.154775,2.800971,3.614962,4.238265,4.072357,3.394876,4.897555,5.408305,5.208014,5.119111,4.598908,4.778826,4.829317,4.89867,4.806087,4.868125,4.965298
A4_13169,1,6.891208,10.14996,13.10057,17.43272,21.54746,20.38284,16.24339,33.14264,56.43988,61.46782,64.77914,75.69482,66.18487,64.33129,61.66854,55.75778,54.75003,49.52214,1.407939,2.257191,2.954452,3.857341,4.594672,4.418699,3.703792,5.480448,6.137928,5.891712,5.755842,4.929245,5.373402,5.461092,5.577811,5.519816,5.589164,5.684532
A5_13169,1,6.620573,9.26363,11.75223,15.50496,19.08026,17.959,14.08568,29.48668,52.58498,57.79878,61.04464,71.48191,61.3429,59.45503,56.90605,51.57629,50.51283,45.21866,1.173521,1.927159,2.555109,3.349022,3.951077,3.785424,3.112772,4.620459,5.303626,5.190141,5.154075,4.903371,4.839315,4.857379,4.868642,4.690194,4.742433,4.76562
A1_13176,1,6.800321,9.760577,12.54049,16.70154,20.79218,19.61047,15.34645,31.62715,56.19701,61.30079,64.26888,73.31001,64.01398,62.17789,59.59044,53.901,52.84231,47.54813,1.370456,2.104698,2.695343,3.443257,4.047437,3.895975,3.254796,4.677592,5.410242,5.306265,5.279364,4.986351,4.898204,4.925305,4.961363,4.795629,4.848856,4.851249
A2_13176,1,6.983432,10.12894,13.10599,17.54206,21.86193,20.57702,16.0081,33.03251,58.68127,63.828,66.67121,74.73759,65.25215,63.4154,60.84219,55.08578,54.00108,48.55573,1.194963,1.870353,2.411072,3.070923,3.57572,3.441751,2.908745,3.954999,4.349115,4.274059,4.266134,4.20709,4.036482,4.05956,4.076807,3.921461,3.969617,4.001925
A3_13176,1,6.406984,8.741671,11.00408,14.45793,17.78131,16.70428,12.8948,27.76858,51.21579,56.45704,59.66568,70.16581,59.14775,57.16181,54.63018,49.61796,48.5521,43.43329,1.280778,2.026325,2.654245,3.459051,4.096954,3.90691,3.146124,4.871678,6.018874,5.876672,5.781106,5.260895,5.217482,5.253382,5.293769,5.134808,5.176287,5.167083
A4_13176,1,6.892922,10.09959,13.07919,17.49931,21.63958,20.35013,15.86815,32.44321,56.65511,61.64134,64.53608,73.37954,64.12556,62.28767,59.78626,54.13145,52.91881,47.03464,1.238169,1.895363,2.448938,3.170698,3.73619,3.581772,2.983815,4.327203,4.930254,4.84107,4.824312,4.634746,4.502024,4.529693,4.567654,4.40344,4.451561,4.471515
A5_13176,1,6.783807,9.73338,12.51476,16.68848,20.62873,19.37663,15.10748,31.17629,55.12317,60.16424,63.1073,72.15414,62.82079,60.9391,58.40525,52.69176,51.38127,45.22152,1.171452,1.820351,2.346882,2.995597,3.479874,3.345019,2.818088,3.998608,4.526275,4.441145,4.435356,4.216694,4.187934,4.236652,4.286052,4.181004,4.228966,4.276828
A1_13183,1,6.990271,10.11328,12.92875,17.8998,20.77124,19.5384,15.10377,30.94853,54.83268,59.83353,62.72374,72.30465,62.21619,60.35492,57.71045,52.34796,51.27033,45.57857,1.723308,3.109671,4.010757,5.194126,5.445994,5.256852,4.441044,5.516232,5.486865,5.188863,5.038229,4.468159,4.779503,4.853513,4.935159,4.875402,4.956281,5.091571
A2_13183,1,7.180288,10.19018,12.90837,16.88913,20.6599,19.44948,15.0215,30.85966,55.73986,61.00396,63.8195,72.28806,62.21163,60.37783,57.83838,52.73844,51.74295,46.42041,1.736029,3.001836,3.839181,4.712919,5.224187,5.059307,4.318428,5.305568,5.184401,4.960619,4.892535,4.693752,4.750115,4.794831,4.837262,4.720922,4.784722,4.868135
A3_13183,1,6.841656,9.69747,12.28523,16.05816,19.61399,18.46418,14.19211,29.84308,53.9045,59.00416,62.02172,71.76977,60.91035,58.96142,56.28962,51.1553,50.17236,44.90523,1.700871,3.085012,4.040741,5.077189,5.718313,5.508271,4.578393,6.020962,6.265418,5.997336,5.87307,5.373971,5.635161,5.696442,5.759407,5.611906,5.69327,5.77588
A4_13183,1,7.648402,10.70842,13.46977,17.44227,21.09737,19.87039,15.3819,31.29548,55.29918,60.34329,63.24558,72.67879,62.27013,60.37132,57.7046,52.46703,51.47895,46.07657,1.987229,3.439835,4.397622,5.372026,5.8914,5.684801,4.776112,5.899626,5.837066,5.512336,5.327951,4.635248,4.937193,5.009777,5.08788,5.014931,5.096163,5.221032
A5_13183,1,6.896154,9.519531,11.98892,15.63463,19.08874,17.94114,13.7446,28.99562,53.26802,58.38882,61.35563,70.90523,59.92276,57.94458,55.23038,50.01786,48.94782,43.3614,1.537844,2.801114,3.686661,4.646405,5.2296,5.033069,4.180923,5.440195,5.498891,5.239321,5.122983,4.694673,4.95191,5.008543,5.06847,4.979146,5.049815,5.136466
A1_13190,1,6.997146,10.08611,12.86668,16.88434,20.7239,19.58746,15.42108,31.36874,53.56782,58.59737,61.56866,71.50833,62.79583,60.95022,58.3194,52.68228,51.52422,45.54719,1.084411,1.905566,2.502979,3.191322,3.738694,3.625059,3.065304,4.143548,4.316196,4.103262,3.983199,3.501155,3.855781,3.906269,3.97897,3.969926,4.035808,4.153084
A2_13190,1,6.740849,9.328492,11.73591,15.27529,18.55992,17.48507,13.64379,28.48178,49.85072,54.782,57.92888,69.19432,59.30063,57.31695,54.59891,49.23398,48.10386,42.37452,1.282779,2.106348,2.734792,3.463707,3.97258,3.814612,3.139382,4.440366,5.044167,4.927684,4.845041,4.369471,4.450369,4.49369,4.537521,4.42458,4.484029,4.528211
A3_13190,1,6.650874,9.123835,11.49765,15.05006,18.69086,17.63953,13.52695,29.35555,53.65154,58.96585,61.89978,70.90578,60.95672,59.0775,56.41482,51.13766,50.10015,44.63474,1.262548,2.101805,2.759081,3.531621,4.148894,4.011384,3.306217,4.655028,4.945272,4.767274,4.701933,4.407777,4.592532,4.637982,4.696762,4.598017,4.666023,4.725925
A4_13190,1,7.057674,10.16386,12.97704,17.08245,20.9818,19.75761,15.34565,31.66309,54.37605,59.30272,62.16464,71.60628,62.42564,60.56321,57.88155,52.21113,51.05742,45.11682,1.278988,2.052447,2.654601,3.365292,3.91431,3.767042,3.135766,4.480163,5.251484,5.216892,5.198327,4.981889,4.972011,4.996404,5.007131,4.812423,4.859771,4.821199
A5_13190,1,7.051774,10.05152,12.77131,16.73451,20.56717,19.42628,15.23544,31.08054,53.40136,58.42203,61.31102,70.86794,62.45153,60.63755,58.06919,52.59577,51.507,45.7793,1.215173,2.00407,2.603939,3.314728,3.871542,3.739821,3.138187,4.414967,5.005325,4.885302,4.824024,4.532473,4.60409,4.632169,4.662155,4.543324,4.59507,4.606172
A1_13197,1,6.5854,9.093856,11.50939,15.07534,18.33722,17.21061,13.46216,27.76323,49.8461,55.00276,58.19856,70.09274,59.59473,57.61536,54.83975,49.37859,48.19933,42.34097,1.236946,2.067514,2.71435,3.472346,3.994031,3.829823,3.152539,4.488273,5.074273,4.951074,4.903591,4.641415,4.779995,4.807927,4.848002,4.60524,4.674439,4.63202
A2_13197,1,6.735906,9.315082,11.84113,15.57422,19.0873,17.90551,13.92097,28.91483,52.27895,57.49058,60.56849,71.62772,61.35067,59.41258,56.64132,51.07869,49.97011,44.24231,1.366821,2.213804,2.900191,3.722462,4.320578,4.136868,3.390175,4.908758,5.711309,5.579556,5.507907,5.106726,5.215646,5.255336,5.292488,5.023122,5.104377,5.066591
A3_13197,1,6.851375,9.42158,11.94405,16.84156,19.27046,18.06529,14.02455,29.46596,53.48004,58.76058,61.80406,72.41003,62.09792,60.15964,57.3815,51.7245,50.61016,44.81962,1.199594,1.936742,2.533638,3.482651,3.817633,3.658839,3.009551,4.311683,4.869973,4.709991,4.638844,4.452408,4.625376,4.682847,4.741177,4.508273,4.587093,4.602092
A4_13197,1,6.739349,9.222045,11.69796,15.39512,18.94092,17.76681,13.7327,28.73878,52.95155,58.20357,61.15204,71.32332,60.89356,58.94616,56.16616,50.62024,49.49125,43.71757,1.240335,2.063872,2.723699,3.508628,4.065443,3.903335,3.213521,4.517345,4.943703,4.807526,4.772564,4.637081,4.710596,4.746277,4.779501,4.552621,4.632471,4.62872
A5_13197,1,6.822217,9.457865,12.01581,15.79193,19.37507,18.18196,14.16288,29.14572,53.16563,58.38078,61.35564,71.65424,61.30436,59.37618,56.55038,50.92432,49.80542,44.05447,1.28698,2.078498,2.719573,3.489995,4.062797,3.901053,3.214742,4.604909,5.168898,5.043592,5.021638,4.910097,4.982285,5.022082,5.041376,4.758466,4.834309,4.792492
A1_13204,1,7.006894,9.968372,12.81592,17.11178,21.35634,20.07596,15.72182,32.70052,58.18412,63.72092,66.62466,75.1916,66.15696,64.32915,61.66073,55.62777,54.60808,49.06375,1.185289,1.867751,2.439477,3.216297,3.824928,3.688383,3.109491,4.379492,4.812223,4.675045,4.67531,4.694363,4.629248,4.636111,4.693213,4.3929,4.49887,4.509997
A2_13204,1,6.873083,9.948602,12.85082,17.19814,21.46384,20.21129,15.90827,32.63104,57.54818,62.97644,65.87891,74.59026,65.8995,64.13795,61.54306,55.67314,54.64423,49.19001,1.159037,1.845816,2.417584,3.190222,3.820424,3.678901,3.085143,4.491001,5.149915,5.070308,5.073792,5.051309,4.927463,4.947366,4.988367,4.656153,4.7451,4.69974
A3_13204,1,6.982956,10.03717,12.93752,17.26536,21.51021,20.24499,15.80543,33.03144,58.84895,64.3636,67.3498,76.30238,66.61178,64.76619,62.09473,56.17726,55.20737,49.94808,1.156268,1.864435,2.448076,3.221326,3.840761,3.697127,3.094744,4.509374,4.992823,4.860764,4.846456,4.755716,4.814435,4.82452,4.900363,4.624408,4.725329,4.747223
A4_13204,1,7.057129,10.09403,12.98476,17.32459,21.62546,20.3463,15.93442,33.06627,59.16358,64.51926,67.31862,75.5136,66.27719,64.45589,61.81096,55.74335,54.70454,49.15177,1.179926,1.852937,2.413562,3.178293,3.776193,3.641938,3.082534,4.419624,4.940946,4.875904,4.927013,5.057443,4.893943,4.929691,4.945745,4.580235,4.676764,4.633875
A5_13204,1,7.254161,10.57362,13.67163,18.28152,22.84985,21.56932,17.10432,34.38202,59.31791,64.55064,67.19728,75.12063,67.63522,65.94267,63.28434,56.95062,55.88597,49.95767,1.195226,1.808185,2.314188,3.059993,3.664797,3.545628,3.012448,4.344308,4.780061,4.661333,4.674736,4.606647,4.576601,4.611633,4.682845,4.388775,4.489703,4.495238
A1_13211,1,6.625142,9.357762,11.96053,15.90853,19.57858,18.36388,14.16904,29.71037,52.88079,58.14482,60.99748,71.88569,62.2501,60.34801,57.33581,51.25421,50.00676,43.45325,1.035313,1.600988,2.113652,2.852745,3.433835,3.286934,2.670689,4.042848,4.629707,4.506894,4.45046,4.357842,4.547359,4.573197,4.613682,4.380675,4.443272,4.39415
A2_13211,1,6.526291,9.563128,12.3655,16.54833,20.40804,19.21737,15.12948,30.75271,52.83372,57.93885,60.81718,72.05057,63.50697,61.69642,58.74794,52.56635,51.33254,44.75026,1.125162,1.712324,2.228556,2.996573,3.623893,3.474599,2.869021,4.381597,5.148561,4.981567,4.879867,4.486004,4.819468,4.876069,4.961654,4.779619,4.858371,4.826053
A3_13211,1,6.662244,9.288402,11.81623,15.69323,19.39742,18.1953,13.94744,29.56672,53.79682,59.09111,61.859,72.07694,62.08989,60.2167,57.33852,51.66712,50.59053,44.6345,1.041323,1.639893,2.154285,2.886196,3.475072,3.328141,2.689932,4.115352,4.788338,4.672636,4.630005,4.536518,4.587613,4.615624,4.659781,4.421095,4.489996,4.423986
A4_13211,1,6.175141,8.145404,10.16353,13.30953,16.2901,15.26192,11.73598,25.34504,47.47074,52.72943,55.78011,67.9332,57.39522,55.42875,52.49371,47.2766,46.19576,40.56294,1.004386,1.588905,2.123244,2.870957,3.468805,3.319517,2.660667,4.225574,5.083037,4.956014,4.86538,4.456364,4.702644,4.752877,4.819985,4.627894,4.711002,4.691568
A5_13211,1,6.603832,9.553887,12.28577,16.38073,20.20243,19.01126,14.94958,30.40578,52.60252,57.73305,60.59086,71.70105,63.10956,61.30133,58.35497,52.20229,50.97496,44.44082,1.248676,1.808987,2.313344,3.081265,3.706561,3.558577,2.933905,4.465878,5.229627,5.091071,5.031101,4.777993,4.923688,4.966302,5.020095,4.776752,4.854003,4.772465
A1_13238,1,6.582311,9.152577,11.61595,15.38779,18.80223,17.69523,14.22478,26.63538,44.63923,48.79668,51.44158,62.78953,60.24225,58.43737,55.90682,50.18835,48.854,43.01726,1.096362,1.693212,2.200701,2.870582,3.423976,3.313001,2.79395,4.315276,5.635426,5.653776,5.657459,5.155963,4.546457,4.546529,4.588685,4.263267,4.318571,4.241411
A2_13238,1,6.480387,8.948597,11.41427,15.22692,18.59621,17.45257,13.98437,26.77515,46.42677,50.91811,53.64389,64.64817,60.5421,58.7256,56.20351,50.49001,49.15475,43.21934,1.29428,1.887347,2.452413,3.277834,3.926306,3.768792,3.136306,4.969341,6.57277,6.575411,6.572922,5.884132,5.198631,5.203866,5.251442,4.943718,5.00296,4.921436
A3_13238,1,6.42815,9.03117,11.57196,15.48682,18.9519,17.81227,14.22315,27.18153,46.62755,51.06682,53.81959,64.87069,60.93185,59.1109,56.60402,50.86952,49.55309,43.67019,1.16841,1.752682,2.274686,2.998983,3.589326,3.451599,2.878701,4.506741,5.792501,5.771187,5.769228,5.374496,4.915547,4.911249,4.937708,4.602152,4.648245,4.556365
A4_13238,1,6.747252,9.318463,11.84452,15.80553,18.87739,17.7567,14.53405,25.86862,42.67113,46.9137,49.69581,61.91674,60.48621,58.67204,56.10368,50.27481,48.95829,43.09133,1.07482,1.657242,2.155321,2.818604,3.358941,3.255791,2.760577,4.311968,5.563577,5.51486,5.500816,5.02968,4.585585,4.574416,4.58604,4.256619,4.312093,4.228952
A5_13238,1,6.612759,9.175034,11.68176,15.55335,18.75254,17.62021,14.23243,25.89025,43.48252,47.78748,50.51789,62.39995,60.40663,58.6026,56.04146,50.2324,48.88519,42.95533,1.197924,1.791045,2.324312,3.06955,3.626964,3.496894,2.941438,4.487988,5.636949,5.599768,5.602651,5.213627,4.827631,4.822716,4.877681,4.559289,4.607871,4.493161
A1_13253,1,6.698814,9.245345,11.77357,15.62592,19.45027,18.23426,14.177,30.1249,55.65346,60.93167,63.83194,72.28157,62.29862,60.41691,57.88235,52.15356,50.88313,44.96739,1.084952,1.669262,2.165207,2.851936,3.383909,3.243561,2.684857,3.977885,4.456839,4.343754,4.350761,4.317978,4.254646,4.267081,4.310775,4.077378,4.138347,4.102092
A2_13253,1,6.508929,9.26196,11.8818,15.84877,19.75817,18.54915,14.52411,30.82837,54.91221,59.95205,63.01458,72.67209,62.51027,60.55761,57.91707,51.95542,50.63575,44.50053,1.20965,1.829514,2.363646,3.127832,3.765863,3.606314,2.973303,4.597547,5.384307,5.26722,5.249454,5.069124,4.965943,4.995874,5.060321,4.772402,4.850621,4.813558
A3_13253,1,6.899227,9.729995,12.42743,16.49065,20.47494,19.2366,15.07783,31.85179,56.62947,61.70805,64.68389,73.60435,63.65558,61.77901,59.2435,53.48806,52.32764,46.68926,1.204172,1.776267,2.269996,2.954285,3.492257,3.349261,2.798134,4.13831,4.71936,4.631362,4.654809,4.587354,4.573988,4.58497,4.631851,4.351644,4.414908,4.364578
A4_13253,1,6.729661,9.644969,12.3811,16.48488,20.49382,19.29405,15.29608,31.81313,55.41417,60.46682,63.60764,73.76361,63.8614,61.9598,59.32617,53.39599,52.24277,46.58178,1.0934,1.689415,2.169257,2.848785,3.393183,3.271936,2.770455,4.032556,4.475448,4.348971,4.340041,4.338099,4.252885,4.26946,4.320547,4.064312,4.145366,4.125337
