Sample ID,Class,405,435,450,470,505,525,570,590,630,645,660,700,850,870,890,910,940,970,StdDev 01,StdDev 02,StdDev 03,StdDev 04,StdDev 05,StdDev 06,StdDev 07,StdDev 08,StdDev 09,StdDev 10,StdDev 11,StdDev 12,StdDev 13,StdDev 14,StdDev 15,StdDev 16,StdDev 17,StdDev 18
Μ1_138,0,5.906786,8.037386,10.40251,14.08854,17.48537,16.48159,13.85365,26.94299,49.30317,54.10192,57.88152,69.98438,59.08799,56.87277,54.65453,49.45749,48.11152,43.61299,1.347754,2.228324,3.06547,4.158243,5.040764,4.802537,4.026298,6.256376,7.924135,7.81936,7.927113,7.255852,6.968349,6.972117,6.963991,6.545109,6.551257,6.496466
Μ2_138,0,5.580437,7.457355,9.533106,12.69514,15.44662,14.61853,12.64957,24.35871,42.84811,47.58926,51.66747,67.61298,55.99329,53.67448,51.38489,46.45644,45.12248,40.55706,1.363451,2.190915,2.967629,4.00432,4.799246,4.580647,3.885165,6.173017,7.903203,7.842648,7.889956,7.198922,7.067937,7.078349,7.074977,6.675536,6.669419,6.601114
Μ3_138,0,5.769719,7.473019,9.480441,12.64165,15.48875,14.59831,12.29208,24.21167,44.75309,49.54131,53.26491,66.53387,55.42487,53.13568,50.88992,46.0428,44.68536,39.95848,1.258976,2.027871,2.774094,3.735112,4.484382,4.268624,3.543088,5.53026,6.898826,6.790256,6.803018,6.191794,5.992603,5.997611,5.994984,5.66238,5.667866,5.6341
Μ4_138,0,5.526419,7.379925,9.427952,12.48853,14.98119,14.19786,12.5181,23.62817,39.98613,44.58173,48.83091,67.29101,54.70927,52.27861,49.89392,45.06664,43.76387,39.21103,1.209608,1.985942,2.710113,3.679541,4.396116,4.19437,3.568724,5.7721,7.566284,7.55939,7.63648,6.889206,6.752661,6.744568,6.737736,6.332951,6.326686,6.215671
Μ5_138,0,5.735366,7.655024,9.848721,13.25596,16.514,15.54747,13.01979,25.9282,48.3379,53.30778,57.04649,69.43578,58.02848,55.83483,53.56514,48.49422,47.20271,42.57423,1.338766,2.243998,3.075094,4.171774,5.06157,4.831712,4.012066,6.407388,8.135944,7.987743,7.987049,7.188872,7.125076,7.158863,7.180275,6.802309,6.824279,6.797237
M1_1315,0,5.68264,7.02055,8.793927,11.70236,14.94166,13.98795,10.63633,23.6159,52.77661,58.75188,61.36269,69.22484,58.26488,56.3941,53.51246,48.62495,47.73642,42.58854,1.231576,1.865495,2.524768,3.475093,4.343414,4.103803,3.066171,5.365921,7.132163,7.006003,6.965815,6.665349,6.518198,6.582721,6.481499,6.158666,6.230848,6.148851
M2_1315,0,5.970913,7.502219,9.5023,12.71021,16.24094,15.21797,11.52207,25.37271,54.96609,60.88137,63.55618,70.8305,59.77905,57.94534,55.00603,50.0338,49.1952,44.07125,1.289098,1.886246,2.512855,3.394813,4.202018,3.975877,2.993336,5.109589,6.576451,6.431234,6.455015,6.24459,6.162602,6.230006,6.138482,5.853897,5.925086,5.869753
M3_1315,0,5.934104,7.520157,9.554811,12.83263,16.4711,15.44695,11.68262,25.70653,55.29674,61.32367,64.00291,71.04953,60.38659,58.58213,55.69043,50.74471,49.90591,44.75866,1.301566,1.92794,2.586809,3.517932,4.362751,4.133004,3.129405,5.284332,6.780876,6.6159,6.633202,6.320358,6.394893,6.455679,6.365607,6.087688,6.156956,6.089048
M4_1315,0,5.763898,7.286377,9.280854,12.50771,16.12093,15.07277,11.28688,25.25535,54.8677,60.989,63.5811,71.07439,60.43566,58.62629,55.69152,50.65616,49.82093,44.6253,1.25537,1.880454,2.562297,3.53739,4.443439,4.204077,3.129249,5.466472,7.171485,7.002189,6.934712,6.540309,6.638386,6.70502,6.615492,6.317385,6.397974,6.331987
M5_1315,0,6.080258,7.535594,9.515659,12.7084,16.20136,15.15533,11.51038,25.14004,54.16727,60.16518,62.77369,70.34201,59.499,57.66792,54.74542,49.82533,48.98716,43.78352,1.264344,1.846112,2.466651,3.338669,4.133039,3.922375,2.969814,4.97728,6.197743,5.998776,5.935146,5.630601,5.746181,5.816085,5.743444,5.519111,5.601345,5.592986
M1_1325,0,6.074411,7.695118,9.645313,12.65948,15.60427,14.75367,11.53195,24.3568,47.78077,53.04501,56.2926,69.16226,58.07415,56.13242,53.15246,48.36462,47.54071,42.63834,1.29342,1.9787,2.649705,3.508947,4.201477,3.999085,3.116459,5.011666,6.329538,6.186321,6.079836,5.460032,5.557172,5.613209,5.530982,5.306412,5.383616,5.366808
M2_1325,0,6.214692,8.284003,10.63309,14.18256,17.5258,16.5876,13.1367,26.66353,49.02046,54.46583,57.87059,71.01568,61.26033,59.42397,56.36357,51.33239,50.52608,45.46593,1.302423,2.006804,2.688269,3.577684,4.324707,4.13579,3.255706,5.267311,6.781829,6.698152,6.681538,6.051424,6.061358,6.096462,5.986389,5.706253,5.764591,5.654769
M3_1325,0,6.121167,7.932663,10.05424,13.30901,16.46208,15.57506,12.16348,25.42626,48.60036,53.83995,57.01824,69.17577,59.78457,57.92286,54.95597,50.05815,49.26047,44.28518,1.308174,1.993218,2.662436,3.533677,4.272203,4.076838,3.183621,5.204956,6.683457,6.582978,6.568059,5.999724,6.05822,6.098204,6.010068,5.738838,5.810931,5.731041
M4_1325,0,6.061817,7.826727,9.902592,13.0606,16.07309,15.1685,11.83157,24.8187,47.1573,52.39816,55.71105,69.47699,58.63348,56.7081,53.59134,48.75395,47.97789,43.03342,1.233643,1.929029,2.603327,3.469411,4.131325,3.944724,3.065793,4.868111,5.95792,5.825936,5.730027,5.273092,5.191092,5.238895,5.144154,4.927114,5.003742,4.996041
M5_1325,0,6.207796,8.043221,10.1939,13.46998,16.59957,15.70728,12.26727,25.43852,48.3826,53.47655,56.53147,68.75909,59.65257,57.82219,54.82045,49.93159,49.13753,44.15293,1.285342,1.967953,2.644992,3.533357,4.303643,4.097901,3.175263,5.154779,6.464775,6.296928,6.166224,5.492855,5.594577,5.654747,5.590096,5.402539,5.478491,5.487658
M1_1336,0,6.442982,8.449549,10.80175,14.3579,17.81068,16.73351,12.85164,27.09937,51.0923,56.56054,59.65006,71.62717,61.09081,59.21376,55.95192,50.63092,49.78584,44.21907,1.321247,2.071201,2.742208,3.556826,4.180225,3.990862,3.12212,4.69894,5.507066,5.354883,5.25532,4.964325,5.004323,5.066723,4.988417,4.802465,4.88105,4.89244
M2_1336,0,6.602317,8.531486,10.79776,14.25741,17.62703,16.54988,12.80935,26.7217,50.65878,56.31591,59.49553,71.596,60.75735,58.83253,55.60794,50.36967,49.53518,43.98018,1.120538,1.882007,2.546027,3.341479,3.940357,3.771573,2.964709,4.399483,4.894477,4.704606,4.606546,4.366071,4.54776,4.606806,4.54742,4.395174,4.476118,4.517722
M3_1336,0,6.538108,8.520054,10.85299,14.35249,17.883,16.83033,12.92358,27.18053,51.89001,57.75053,60.78326,71.83646,61.46518,59.66996,56.55824,51.4938,50.77677,45.65974,1.206058,1.990791,2.66711,3.495488,4.165418,3.985491,3.12635,4.692259,5.455702,5.302496,5.217968,4.92505,5.004873,5.074671,5.009301,4.800212,4.892641,4.919994
M4_1336,0,6.958471,9.125441,11.55108,15.18016,18.84852,17.78797,13.84497,28.45716,53.41964,59.0443,62.05954,73.10445,62.86356,61.07771,57.91627,52.6502,51.96571,46.90529,1.322442,2.117207,2.804772,3.635831,4.293125,4.113773,3.27441,4.822909,5.565188,5.456885,5.404973,5.33918,5.32157,5.379716,5.292085,5.020672,5.102269,5.093344
M5_1336,0,6.684362,8.75773,11.06212,14.55449,18.02234,16.96909,13.15471,27.33414,51.52721,57.0125,60.20832,71.59561,61.14405,59.29583,56.12016,50.99748,50.22255,44.97258,1.413369,2.171758,2.842849,3.661849,4.329868,4.146169,3.264497,4.983339,5.926812,5.768304,5.756258,5.466734,5.452094,5.552798,5.472855,5.258557,5.335311,5.317131
M1_1343,0,6.679453,8.902217,11.36811,14.95039,18.13835,17.11788,13.71051,27.13521,47.97781,52.83012,56.26158,70.60094,60.22374,58.23246,55.18998,49.99806,49.08363,43.89485,1.272484,2.004946,2.625211,3.361518,3.887421,3.723793,3.018489,4.451578,5.373228,5.268178,5.211607,4.776121,4.924791,5.003642,4.95693,4.741377,4.801093,4.764061
M2_1343,0,6.912323,9.287878,11.8741,15.68186,19.32353,18.22404,14.32922,28.7536,53.07972,58.16797,61.26471,72.48979,61.7056,59.80205,56.76275,51.39866,50.50034,45.31342,1.520546,2.342348,3.062579,3.947395,4.622145,4.415966,3.566646,5.25578,6.096246,5.908029,5.835931,5.554383,5.536564,5.61115,5.531785,5.27114,5.349645,5.353005
M3_1343,0,6.811273,9.1466,11.7001,15.4341,18.93654,17.85305,14.02493,28.29661,51.46926,56.54903,59.80411,72.14157,61.42622,59.43996,56.33221,50.87114,49.9031,44.50214,1.359622,2.131939,2.793283,3.572175,4.125927,3.942753,3.179133,4.576508,5.203435,5.032496,4.950523,4.563973,4.738832,4.829258,4.787113,4.611677,4.681898,4.723622
M4_1343,0,6.808993,9.296295,11.94096,15.7945,19.38052,18.26995,14.41295,28.86798,51.66536,56.64043,59.92201,72.53713,62.10049,60.13992,57.04232,51.54436,50.5984,45.31795,1.366109,2.12779,2.783819,3.561528,4.105731,3.936325,3.192662,4.62661,5.395518,5.257763,5.201853,4.90802,4.996054,5.065022,5.014317,4.802505,4.861773,4.856812
M5_1343,0,6.546048,8.627243,10.97356,14.51456,17.92645,16.90223,13.30332,27.00848,50.72617,55.84731,59.08343,70.99672,59.96665,57.99745,54.99379,49.79791,48.83964,43.7091,1.25414,2.035458,2.71247,3.523452,4.141133,3.958218,3.19255,4.695992,5.527289,5.378016,5.316606,4.954795,4.975642,5.056489,4.997988,4.790548,4.847855,4.859672
M1_1350,0,6.5488,8.675402,11.07784,14.60204,17.84722,16.86426,13.57507,27.15884,48.30276,53.14515,56.5922,70.37486,60.3605,58.44855,55.49996,50.52393,49.79901,45.26521,1.176224,2.023088,2.748353,3.60764,4.186425,4.029596,3.290858,4.635587,5.128305,4.959231,4.914123,4.480121,4.526384,4.594368,4.553844,4.377863,4.450265,4.519646
M2_1350,0,6.801892,9.043793,11.44987,15.00745,18.19324,17.25929,13.98537,27.3386,47.65973,52.41805,55.82734,70.16744,60.16991,58.27834,55.33129,50.41692,49.65328,45.0581,1.187914,1.96015,2.637908,3.447801,4.038676,3.880399,3.203753,4.627472,5.372442,5.247626,5.191976,4.847112,4.838327,4.901206,4.849973,4.659363,4.72612,4.786226
M3_1350,0,6.572346,8.498369,10.84288,14.42121,17.97401,16.95033,13.25327,27.42233,52.51973,57.92852,61.01693,71.80862,61.27839,59.42908,56.59547,51.67558,50.97277,46.4268,1.33158,2.177058,2.959309,3.955574,4.738254,4.524184,3.594683,5.441972,6.339841,6.141498,6.060268,5.621579,5.733429,5.802464,5.76788,5.533834,5.624739,5.664402
M4_1350,0,6.599402,8.509521,10.86904,14.47734,18.00953,16.92542,13.08232,27.43515,53.26514,58.78585,61.81835,72.23174,61.23384,59.36164,56.43935,51.44241,50.71058,46.01725,1.232502,2.049914,2.806577,3.74963,4.443235,4.241809,3.333952,4.964243,5.579563,5.372354,5.285934,4.976182,5.029135,5.096539,5.050364,4.855045,4.936193,4.995587
M5_1350,0,6.734997,8.837044,11.24699,14.85525,18.20136,17.1849,13.56183,27.39403,50.45275,55.654,58.92152,71.33298,60.6036,58.6784,55.69665,50.60725,49.83435,45.03017,1.215442,2.0614,2.797382,3.689392,4.346101,4.154676,3.321746,4.903057,5.79564,5.648601,5.571229,5.262478,5.218181,5.275465,5.211392,4.975316,5.049855,5.079228
M1_1356,0,6.530407,8.471154,10.8446,14.57206,18.31676,17.1691,13.20467,28.64577,54.94579,60.31047,63.3835,73.80912,62.69731,60.82082,57.73805,52.51939,51.76782,46.7476,1.072426,1.775053,2.411896,3.191748,3.811666,3.650443,2.900232,4.262888,4.671194,4.48559,4.405521,4.168797,4.419096,4.512178,4.468212,4.317301,4.401362,4.477365
M2_1356,0,6.77547,8.898773,11.39825,15.19496,18.92099,17.77796,13.8092,28.98716,53.2461,58.41244,61.52309,72.83729,62.7096,60.8091,57.66844,52.40227,51.62146,46.5317,1.046504,1.662903,2.23389,2.937224,3.490005,3.350078,2.696704,3.907987,4.511566,4.413179,4.35127,4.164222,4.233259,4.300383,4.238147,4.065568,4.120001,4.138022
M3_1356,0,6.778903,8.845284,11.33108,15.06035,18.76538,17.6773,13.87454,28.87414,54.10367,59.33711,62.43145,73.25415,62.6153,60.75069,57.6699,52.43069,51.68027,46.77216,1.250023,1.961747,2.604014,3.444479,4.160106,3.982082,3.192792,4.821944,5.555364,5.398524,5.319632,4.998666,5.179466,5.259681,5.204853,5.010824,5.089804,5.133258
M4_1356,0,6.623671,8.65494,11.04935,14.72802,18.35727,17.27136,13.55575,28.17135,51.93007,57.07391,60.22503,71.8097,61.51984,59.61345,56.52938,51.35291,50.55716,45.47327,1.136599,1.798096,2.400156,3.148873,3.77418,3.632479,2.936373,4.380539,5.136962,4.989616,4.900917,4.505577,4.730952,4.807567,4.751623,4.586161,4.662017,4.695655
M5_1356,0,6.646232,8.687125,11.13014,14.84842,18.53443,17.43241,13.5781,28.36065,52.65282,57.70697,60.72984,71.84767,62.13622,60.26456,57.19358,51.95625,51.18621,46.19744,1.104403,1.769274,2.379737,3.146834,3.786652,3.628874,2.934352,4.425787,5.215018,5.063564,4.972064,4.447348,4.483459,4.577066,4.53636,4.36299,4.443167,4.528004
M1_1364,0,6.681886,8.784445,11.22972,14.9235,18.45766,17.34923,13.51409,27.71322,52.09488,57.49222,60.47662,70.92121,60.75043,58.87668,55.84424,50.65734,49.75233,44.367,1.237228,2.087302,2.799569,3.660615,4.262681,4.079515,3.218823,4.714483,5.434213,5.310188,5.254316,4.981816,4.903683,4.951857,4.88431,4.656637,4.723343,4.706994
M2_1364,0,6.668106,8.666132,11.03277,14.64524,18.06221,16.97455,13.20793,27.26642,51.44269,56.87904,59.93192,70.84286,60.30836,58.38605,55.3522,50.10367,49.18458,43.74554,1.234145,2.046515,2.753777,3.603214,4.213109,4.031318,3.177562,4.64804,5.259845,5.091913,4.99429,4.622309,4.631779,4.700711,4.655581,4.452367,4.528833,4.569113
M3_1364,0,6.701876,8.908717,11.34287,15.04026,18.52935,17.4363,13.59377,27.93787,51.97297,57.35416,60.41715,71.22521,60.70234,58.79991,55.77634,50.56177,49.6474,44.26945,1.258246,2.083608,2.795675,3.640158,4.264882,4.09164,3.257757,4.733334,5.485608,5.340456,5.27067,4.954895,4.920565,4.972177,4.919731,4.707186,4.776813,4.78627
M4_1364,0,6.617925,8.648354,11.07803,14.79729,18.38784,17.29933,13.49562,28.07197,53.47716,59.02795,61.98492,71.8856,61.4579,59.59648,56.55891,51.33113,50.43836,45.03153,1.330706,2.166933,2.883814,3.740432,4.365892,4.171557,3.31387,4.770205,5.260723,5.053894,4.961266,4.603109,4.646248,4.710218,4.660821,4.486445,4.555069,4.575682
M1_1371,0,6.402176,8.10386,10.15445,13.40338,16.5843,15.61182,12.15512,25.93473,49.63359,55.09489,58.44656,71.19305,60.29589,58.40123,55.31953,50.32677,49.62061,44.78209,1.045437,1.691181,2.270017,2.99457,3.564588,3.407525,2.664531,4.058076,4.66068,4.462409,4.346564,3.853616,4.202139,4.299431,4.293151,4.203599,4.28319,4.357159
M2_1371,0,6.452134,8.319588,10.4459,13.79953,17.08843,16.10195,12.667,26.76988,50.47248,55.94381,59.30758,72.11401,61.27111,59.38149,56.29199,51.2446,50.5696,45.80704,1.142688,1.811696,2.411858,3.169639,3.786538,3.627888,2.86869,4.42874,5.136546,4.93676,4.817797,4.34721,4.631539,4.734138,4.722977,4.592506,4.680488,4.738301
M3_1371,0,6.627223,8.69581,10.97498,14.50502,17.86847,16.85732,13.24215,27.86345,50.94978,56.4363,59.95644,73.6852,62.42587,60.51017,57.36028,52.19618,51.56251,46.81153,1.140089,1.796129,2.370523,3.092573,3.664535,3.515095,2.789261,4.232063,4.856496,4.638171,4.491086,3.82314,4.330382,4.434545,4.446065,4.369635,4.460019,4.553987
M4_1371,0,6.494382,8.514601,10.77128,14.24358,17.59563,16.57739,12.93647,27.52307,51.11973,56.53817,59.93036,72.83925,61.88955,60.01887,56.92954,51.89608,51.25396,46.60143,1.017055,1.661119,2.227773,2.948408,3.507494,3.359059,2.645924,4.024498,4.624267,4.453226,4.354224,4.002284,4.228039,4.319236,4.303346,4.188256,4.262291,4.323618
M5_1371,0,6.480419,8.223791,10.38557,13.70813,16.94313,15.93477,12.48495,26.60843,50.22153,55.70564,59.13718,72.25097,61.05196,59.13857,56.01461,50.92619,50.18903,45.2862,1.026377,1.69681,2.265976,2.983062,3.516629,3.372387,2.676947,3.968816,4.415393,4.19939,4.052303,3.530201,3.967368,4.073988,4.091385,4.035297,4.110023,4.236768
M1_1378,0,6.387562,8.071472,10.11316,13.24295,16.0799,15.16719,12.09331,23.91673,43.01108,48.54781,51.9673,65.74586,57.05869,55.18759,52.29687,47.73753,46.98158,42.25762,1.005799,1.646076,2.231742,2.949016,3.461856,3.313763,2.634549,3.923176,4.66865,4.568114,4.492819,4.095591,4.084702,4.151517,4.130089,3.993654,4.05091,4.06061
M2_1378,0,6.988804,9.25434,11.89228,15.96312,19.97861,18.79817,14.39223,29.52249,56.23214,61.60071,64.13335,72.14846,63.68601,61.94339,58.9563,53.54059,52.66854,47.13425,1.137375,1.755431,2.366947,3.133716,3.775727,3.612802,2.879653,4.308204,5.24622,5.177888,5.116854,4.624359,4.596609,4.667216,4.6503,4.512121,4.597125,4.670538
M3_1378,0,6.2431,7.887912,9.870482,12.93811,15.71179,14.83481,11.8245,23.56412,42.3585,47.77502,51.22469,65.45773,56.55071,54.64964,51.78116,47.30844,46.56045,41.87026,0.918822,1.538397,2.108507,2.805386,3.302344,3.158206,2.53071,3.759262,4.360301,4.207297,4.11122,3.715059,3.741899,3.806931,3.798651,3.707097,3.772356,3.836065
M4_1378,0,6.922602,9.141348,11.7858,15.88809,19.9469,18.70981,14.17817,29.68023,57.62486,63.27106,65.95906,74.28981,64.18408,62.44003,59.36053,53.90651,53.1185,47.86616,1.080288,1.741213,2.367816,3.137341,3.72327,3.567348,2.821596,4.060103,4.531005,4.401256,4.367004,4.305891,4.277339,4.3553,4.338474,4.174851,4.251318,4.319566
M5_1378,0,6.350685,7.936584,9.903109,12.97804,15.80936,14.93122,11.93552,23.76543,42.91097,48.31385,51.7237,65.87794,57.1241,55.23479,52.339,47.75631,47.02642,42.28086,0.8887755,1.538858,2.137252,2.857726,3.373848,3.227388,2.573959,3.875985,4.699431,4.622673,4.543198,4.095829,4.040726,4.110595,4.087288,3.938428,4.002762,4.013555
M1_1385,0,6.866192,9.338656,12.08379,16.19657,20.24982,18.99635,14.54537,30.05759,56.09088,61.28946,63.80473,72.56348,63.93791,62.18885,59.01385,53.35572,52.38067,46.24261,1.310545,2.114106,2.82524,3.723428,4.460063,4.264972,3.35743,5.068357,5.673986,5.429861,5.302918,4.84756,4.964472,5.071389,5.052263,4.949873,5.052738,5.152036
M2_1385,0,6.957858,9.41815,12.12783,16.18774,20.16645,18.95223,14.4888,29.95063,55.83785,61.10714,63.80895,73.45392,63.94116,62.19173,58.96014,53.47692,52.60637,46.84092,1.162481,1.890471,2.554887,3.355031,3.967374,3.806653,3.024012,4.342073,4.765894,4.580268,4.489731,4.168229,4.260049,4.358844,4.336728,4.260925,4.355126,4.474956
M3_1385,0,7.171821,9.699191,12.53548,16.76983,20.93648,19.67902,15.064,30.95329,57.19948,62.48396,65.08634,74.2448,64.93684,63.20349,60.01051,54.50228,53.65521,47.90912,1.099164,1.829454,2.47199,3.2469,3.826969,3.665792,2.946869,4.097283,4.469519,4.316896,4.222458,3.954639,4.009585,4.108647,4.088473,4.002005,4.096765,4.223164
M4_1385,0,6.95645,9.455252,12.19148,16.22686,20.22978,19.02868,14.55409,30.19501,56.02575,61.33147,64.02026,73.66936,64.33208,62.60193,59.42768,53.99282,53.1598,47.51635,1.240767,2.004373,2.69008,3.545967,4.231905,4.054052,3.219175,4.711501,5.28056,5.075416,4.963497,4.598075,4.706119,4.811645,4.782334,4.673614,4.7708,4.873782
M5_1385,0,7.125442,9.689959,12.51534,16.70611,20.8513,19.57722,15.02002,31.07961,57.24373,62.43369,65.01856,73.94702,65.05017,63.31924,60.09451,54.44751,53.5554,47.60759,1.186639,1.951293,2.623575,3.436934,4.0535,3.892374,3.109325,4.401966,4.811256,4.621673,4.519938,4.186672,4.299177,4.401669,4.3873,4.302701,4.395524,4.491964
M1_1392,0,6.478365,8.479927,10.72419,14.12279,17.02013,16.0185,12.85923,26.3191,46.37115,51.31377,54.89968,69.77003,58.26289,56.16682,52.94665,47.63632,46.68519,41.15563,1.212297,1.924494,2.541303,3.29626,3.803555,3.636803,2.917206,4.284148,5.098701,4.984995,4.901061,4.599273,4.580028,4.63926,4.570581,4.362529,4.417792,4.43972
M2_1392,0,6.673587,8.770799,11.11065,14.7162,17.99306,16.93122,13.38999,27.68494,50.11539,55.15945,58.53997,71.5521,60.51052,58.525,55.33242,49.87848,48.9496,43.41727,1.135845,1.912376,2.554883,3.307568,3.834779,3.685311,2.990311,4.278778,4.824883,4.708062,4.650626,4.522964,4.577589,4.646667,4.587263,4.368511,4.42119,4.448995
M3_1392,0,6.467729,8.61623,10.88293,14.31159,17.15803,16.19715,13.07082,26.498,45.82291,50.7461,54.41213,70.00211,58.80192,56.7309,53.52237,48.1722,47.22957,41.7623,1.113934,1.838533,2.439021,3.151444,3.64143,3.487395,2.839535,4.174507,4.843028,4.717824,4.618737,4.303644,4.491715,4.573799,4.545805,4.393721,4.457538,4.527676
M4_1392,0,6.562336,8.395911,10.60256,14.0287,17.18696,16.17751,12.83651,26.70849,49.44447,54.52886,57.81595,70.47742,60.11604,58.19673,55.06412,49.83384,48.98814,43.72351,1.168344,1.93042,2.582817,3.366872,3.94375,3.783556,3.046418,4.432324,4.972922,4.846098,4.783983,4.512305,4.432415,4.495902,4.431057,4.226972,4.290184,4.31334
M5_1392,0,6.177947,8.090048,10.18155,13.94136,16.17968,15.25708,12.3661,25.20555,44.2723,49.2002,52.9048,68.99723,57.8455,55.77707,52.54285,47.2092,46.19735,40.52216,1.275733,1.964429,2.597062,3.529273,4.027752,3.855533,3.099597,4.888053,6.03693,5.928145,5.846655,5.434468,5.363469,5.433604,5.357456,5.132721,5.193776,5.181983
M1_1399,0,6.130627,7.603502,9.476468,12.55757,15.54376,14.55596,11.27,24.81085,49.18701,54.81103,58.08306,69.95483,57.87806,55.88561,52.78143,47.85064,46.98791,41.79152,0.9569117,1.424527,1.882307,2.506938,3.016171,2.84776,2.163548,3.59281,4.480574,4.390437,4.337258,4.16586,4.268007,4.29624,4.22013,4.005577,4.046287,3.992195
M2_1399,0,6.21733,7.582469,9.442397,12.58115,15.65264,14.64281,11.44697,25.07987,49.72789,55.3488,58.5957,70.35984,58.33121,56.32613,53.241,48.24643,47.39912,42.19115,1.026778,1.511167,1.980504,2.632932,3.160582,2.986917,2.290518,3.732539,4.3678,4.224992,4.153002,4.026296,4.106761,4.138178,4.090758,3.904707,3.965077,3.980552
M3_1399,0,6.266499,7.757261,9.654491,12.8371,15.93828,14.90312,11.52194,25.33622,49.79156,55.34736,58.58492,70.27974,58.39578,56.39988,53.32484,48.34793,47.50073,42.27333,0.9308953,1.389965,1.855064,2.492003,3.006072,2.846816,2.168962,3.574979,4.433585,4.380598,4.360025,4.327548,4.21454,4.237477,4.149266,3.910642,3.960665,3.909443
M4_1399,0,6.076785,7.554052,9.407109,12.52535,15.59173,14.58117,11.34626,24.89471,49.59314,55.21799,58.43099,69.96066,58.04828,56.06015,53.01794,48.08417,47.22062,42.08247,1.061579,1.55591,2.045819,2.733465,3.3068,3.130204,2.378423,4.095047,5.375449,5.348495,5.346184,5.299336,5.117953,5.128787,4.996577,4.664669,4.712721,4.590872
M5_1399,0,6.001677,7.462181,9.299061,12.33719,15.3617,14.37142,11.14153,24.55556,49.03012,54.6543,57.90972,69.49735,57.61061,55.62341,52.61514,47.7216,46.85017,41.69775,1.028059,1.483624,1.948947,2.624219,3.199677,3.026162,2.294331,3.95425,5.221285,5.202024,5.212222,5.235693,4.959823,4.976858,4.844343,4.522876,4.563764,4.438498
M1_12185,0,6.005546,8.55042,10.96744,14.42701,17.12259,16.2981,14.33176,26.35166,41.43753,46.17116,50.04759,68.18637,59.32413,57.2515,54.11687,48.80571,47.80439,42.51398,1.498381,2.5936,3.352828,4.290507,4.963549,4.779629,4.139199,6.282163,8.444287,8.513802,8.452039,7.560589,7.215018,7.263399,7.129998,6.691818,6.737084,6.560111
M2_12185,0,6.019561,8.54114,10.88063,14.30349,16.91115,16.11457,14.08057,26.05248,41.55185,46.2748,50.09116,67.46974,58.5396,56.4548,53.37837,48.23915,47.25879,42.10234,1.512289,2.611185,3.390473,4.331835,5.041487,4.856223,4.213752,6.323815,8.293654,8.295264,8.249338,7.142878,6.879361,6.947584,6.856205,6.516255,6.575769,6.497169
M3_12185,0,6.047064,8.849008,11.17572,14.32089,16.28582,15.66665,14.74412,24.63952,35.69691,40.04808,43.93284,64.16774,55.70637,53.50595,50.3921,45.50461,44.55626,39.6621,1.268903,2.416594,3.104931,3.821591,4.299215,4.174155,4.072038,5.415628,7.849131,7.856938,7.625984,5.936486,5.681975,5.766265,5.730731,5.503363,5.564142,5.546222
M4_12185,0,6.222099,8.546289,10.92561,14.44037,17.29963,16.39959,13.90148,26.28176,42.83617,47.49104,51.03839,66.80456,58.29433,56.24966,53.18314,48.09422,47.09193,41.82821,1.373861,2.307635,3.001601,3.865968,4.471111,4.300085,3.594034,5.405435,6.681098,6.656625,6.624317,6.107281,5.693042,5.728051,5.633299,5.356939,5.411944,5.362705
M5_12185,0,6.188329,8.690269,11.04725,14.39463,16.85781,16.07724,14.0998,25.39808,38.43349,42.62178,46.21501,64.28249,56.72081,54.5543,51.39516,46.36419,45.39911,40.32751,1.277506,2.236591,2.896499,3.660467,4.180304,4.035034,3.55242,5.085201,6.748775,6.749837,6.632222,5.57903,5.312181,5.354406,5.275874,5.069234,5.126561,5.119053
M1_12198,0,6.622581,8.598962,10.939,14.49701,17.85395,16.8099,12.94778,27.52066,51.13478,56.36192,59.25801,70.36014,60.39593,58.48019,55.00047,49.39902,48.33725,41.80564,1.357005,2.098417,2.697611,3.43139,3.964302,3.809097,2.978887,4.444068,5.075994,4.904622,4.796662,4.580906,4.44613,4.498769,4.389103,4.23946,4.313756,4.365993
M2_12198,0,6.790035,8.838286,11.20372,14.80619,18.2422,17.1996,13.14129,28.21678,52.35699,57.58342,60.41031,70.96727,61.01991,58.9402,55.61459,50.07056,49.0642,42.604,1.467678,2.215439,2.83254,3.602616,4.18816,4.030288,3.149534,4.787572,5.486271,5.277384,5.162959,4.834487,4.837068,4.843477,4.810991,4.69309,4.779659,4.852812
M3_12198,0,6.580278,8.651057,10.99653,14.63082,18.04279,16.9691,12.79652,28.01125,52.27559,57.55593,60.39545,71.10241,60.74738,58.78338,55.24449,49.61077,48.59144,42.05945,1.195505,1.92224,2.527627,3.247854,3.757589,3.60234,2.775838,4.188179,4.758713,4.588414,4.476135,4.212891,4.32332,4.391708,4.326972,4.245008,4.327597,4.408382
M4_12198,0,6.499504,8.541407,10.83936,14.36017,17.70077,16.67195,12.67868,27.65084,51.74479,57.03451,59.86453,70.59747,60.38812,58.27687,54.92571,49.4028,48.38752,41.88984,1.391391,2.14443,2.763796,3.539037,4.117628,3.950024,3.064808,4.711074,5.519884,5.34902,5.226048,5.010907,4.882251,4.87407,4.820029,4.672549,4.751364,4.769428
